season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,temperature_celsius,wind_speed,humidity,clouds,league,date
2024-2025,10,1,2,3,7,2,9,3,2,0,0,2,5,12,7,14,12,14,11,67,33,Estádio Cidade de Barcelos (Barcelos),,3,2,1.68,3.56,4.95,1.38,2.13,3.8,2.0,1.73,1.62,1.98,2.1,1.7,1.45,3.0,2.55,1.33,3,0,0,1,2,3,0,1730579400,176,0,45,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,3,1,1,4,1,44,29,133,65,1.36,1.32,2.67,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,16,19,-1,-1,-1,1,11,14,45,58,35,78,Gil Vicente,Boavista FC,1.18,1.06,2.0,1.0,1.11,0.67,55,43,1.08,0.76,1.84,34,True,True,True,False,False,False,True,,4.85,76%,3%,Liga_Portugal,2024-11-02 20:30:00
2024-2025,0,1,2,3,3,8,11,1,0,0,0,4,7,3,6,7,13,10,5,30,70,,,1,0,8.68,5.79,1.26,1.12,1.4,2.15,1.95,1.8,1.36,1.58,2.8,2.18,1.22,2.0,4.0,1.73,3,1,1,0,1,1,2,1730570400,78,0,29,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,1,1,33,94,71,153,0.97,2.0,2.97,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,16,22,-1,-1,-1,1,10,3,42,75,29,71,Farense,Benfica,0.65,2.12,0.75,1.33,0.44,2.38,59,25,1.03,1.48,2.51,34,True,True,True,False,False,False,True,,11.5,73%,20%,Liga_Portugal,2024-11-02 18:00:00
2024-2025,0,1,0,1,9,4,13,0,1,0,0,4,2,5,3,9,5,17,16,54,46,,,0,1,1.76,3.52,5.0,1.45,2.4,4.5,2.2,1.62,1.44,1.73,2.48,1.94,1.5,3.5,2.5,1.29,1,0,0,1,0,1,0,1730656800,175,0,65,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,1,1,51,27,101,84,1.23,0.66,1.89,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,23,18,-1,-1,-1,1,9,6,78,88,23,88,Vitória Guimarães,Moreirense FC,1.88,0.82,1.75,1.2,1.67,1.56,23,13,1.03,1.24,2.27,34,True,False,False,False,False,False,False,,5.32,71%,49%,Liga_Portugal,2024-11-03 18:00:00
2024-2025,10,1,2,3,12,4,16,3,2,0,0,3,3,5,8,8,11,10,15,61,39,Estádio Municipal de Arouca (Arouca),,3,2,4.0,3.9,1.83,1.22,1.7,2.9,1.7,2.05,1.4,1.66,2.65,2.04,1.33,2.63,3.25,1.44,3,0,1,1,1,2,1,1730656800,172,0,25,0,-1,-1,1,-1,-1,-1,-1,-1,-1,3,1,0,1,4,1,1,60,59,98,83,1.16,1.33,2.49,0,1,0,1,0,0,1,1,0,0,-1,-1,2,0,1,29,19,-1,-1,-1,1,12,7,38,50,0,75,FC Arouca,Sporting Braga,1.24,2.0,1.0,1.75,0.78,1.89,63,50,0.77,1.36,2.13,34,True,True,True,False,False,False,True,,11.5,58%,20%,Liga_Portugal,2024-11-03 18:00:00
2024-2025,10,2,3,5,4,0,4,4,1,0,0,6,6,6,10,12,16,18,11,46,54,Estádio Clube Desportivo das Aves (Vila das Aves),,4,1,3.1,3.08,2.47,1.5,2.43,4.5,1.95,1.77,1.48,1.91,2.4,1.8,1.52,3.36,2.55,1.31,5,2,2,0,1,1,4,1730647800,1033,0,35,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,3,0,2,3,1,35,38,86,96,1.43,1.71,3.14,0,0,0,0,0,0,1,1,1,0,-1,-1,0,0,1,23,27,-1,-1,-1,1,15,7,35,58,23,45,AVS,Famalicão,0.88,1.12,1.6,1.25,1.0,1.44,65,43,1.0,0.94,1.94,34,True,True,True,True,True,False,True,,,,,Liga_Portugal,2024-11-03 15:30:00
2024-2025,11,1,0,1,9,4,13,5,4,0,1,7,2,12,1,19,3,17,19,37,63,"Estádio de São Miguel (Ponta Delgada, Ilha de São Miguel, Açores)","Rua Comandante Jaime de Sousa 21, Ponta Delgada, Ilha de São Miguel, Açores",5,6,3.0,3.0,2.5,1.51,2.4,5.0,2.05,1.7,1.46,1.76,2.45,1.91,1.57,3.65,2.25,1.25,1,0,0,1,0,1,0,1731256200,1028,0,40,0,-1,2,1,4,3,5,1,7,6,1,2,4,3,3,7,1,51,38,69,92,2.05,0.62,2.67,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,21,15,-1,-1,-1,1,7,14,30,60,40,70,Santa Clara,Vitória Guimarães,1.88,1.29,2.4,1.6,1.8,1.8,70,40,1.09,1.27,2.36,34,True,False,False,False,False,False,False,,14.97,77%,75%,Liga_Portugal,2024-11-10 16:30:00
2024-2025,11,0,0,0,4,8,12,5,3,0,0,2,1,1,4,3,5,19,13,50,50,Estádio Municipal 22 de Junho (Vila Nova de Famalicão),,5,3,1.91,3.54,4.07,1.42,2.25,4.33,1.95,1.75,1.45,1.74,2.48,1.93,1.48,3.14,2.66,1.36,0,0,0,0,0,0,0,1731175200,-1,0,30,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,4,2,2,6,1,53,35,101,83,0.73,0.65,1.38,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,21,30,-1,-1,-1,1,4,5,40,60,20,70,Famalicão,FC Arouca,1.65,1.0,1.6,0.6,1.6,0.7,60,40,1.0,0.94,1.94,34,False,False,False,False,False,False,False,,2.35,86%,30%,Liga_Portugal,2024-11-09 18:00:00
2024-2025,11,3,2,5,3,4,7,2,5,0,0,8,5,4,5,12,10,19,22,53,47,Parque Desportivo Comendador Joaquim de Almeida Freitas (Moreira de Cónegos),,2,5,2.13,2.24,5.18,1.45,2.3,4.5,2.0,1.73,1.66,2.07,2.04,1.64,1.5,3.3,2.58,1.28,5,0,1,3,1,4,1,1731096900,174,0,55,0,-1,-1,1,-1,-1,-1,-1,-1,-1,2,2,0,3,4,3,1,41,48,84,72,1.62,1.33,2.94,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,21,18,-1,-1,-1,1,7,9,43,65,33,53,Moreirense FC,Gil Vicente,1.53,0.82,2.0,0.4,1.4,1.0,58,35,0.9,0.77,1.67,34,True,True,True,True,True,False,True,,7,91%,91%,Liga_Portugal,2024-11-08 20:15:00
2024-2025,11,0,0,0,10,6,16,2,0,0,0,3,2,3,3,6,5,12,10,51,49,Estádio António Coimbra da Mota (Estoril),,2,0,2.44,3.18,3.06,1.45,2.25,4.5,1.95,1.77,1.43,1.7,2.55,1.97,1.48,3.33,2.65,1.31,0,0,0,0,0,0,0,1731166200,-1,0,58,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,1,0,0,0,0,0.93,0.76,1.69,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,80,68,90,GD Estoril Praia,AVS,1.47,0.71,1.4,0.25,0.9,0.9,33,20,0.85,0.89,1.74,34,False,False,False,False,False,False,False,,13.8,62%,20%,Liga_Portugal,2024-11-09 15:30:00
2024-2025,11,2,0,2,10,4,14,1,1,0,0,3,4,12,8,15,12,10,12,51,49,Estádio José Gomes (Amadora),,1,1,2.2,3.3,3.25,1.38,2.0,3.85,1.83,1.85,1.46,1.75,2.43,1.92,1.45,3.0,2.55,1.33,2,0,0,2,0,2,0,1731252600,15804,0,40,0,3386,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,0,1,1,1,46,26,88,89,1.49,1.23,2.72,1,0,0,0,1,0,1,1,0,0,-1,-1,0,0,1,18,21,-1,-1,-1,1,11,13,40,50,30,80,Estrela Amadora,CD Nacional,1.12,0.59,1.0,0.4,0.6,0.89,60,50,1.02,1.26,2.28,34,True,True,False,False,False,False,False,,13.8,62%,20%,Liga_Portugal,2024-11-10 15:30:00
2024-2025,11,1,1,2,4,2,6,4,3,0,0,2,3,6,2,8,5,13,16,64,36,Estádio Municipal de Rio Maior (Rio Maior),,4,3,2.09,3.34,3.65,1.42,2.2,4.2,1.95,1.77,1.4,1.66,2.63,2.02,1.48,3.25,2.45,1.3,2,1,1,0,0,0,2,1731166200,-1,0,30,0,1202,-1,1,-1,-1,-1,-1,-1,-1,1,1,3,2,2,5,1,45,22,122,64,0.99,0.69,1.68,1,0,1,0,0,0,1,1,0,1,-1,-1,1,0,1,26,17,-1,-1,-1,1,5,8,20,60,0,60,Casa Pia,Farense,1.65,0.94,1.4,0.2,1.2,0.4,80,40,1.12,0.94,2.06,34,True,True,False,False,False,False,True,,10.4,64%,57%,Liga_Portugal,2024-11-09 15:30:00
2024-2025,11,2,4,6,0,5,5,5,4,0,0,2,6,0,5,2,11,20,13,29,71,Estádio Municipal de Braga (Braga),,5,4,5.0,4.0,1.62,1.2,1.6,2.55,1.62,2.15,1.77,2.23,1.89,1.56,1.28,2.3,3.3,1.55,6,2,0,0,4,4,2,1731264300,114,0,30,0,-1,-1,1,-1,-1,-1,-1,-1,-1,2,1,3,3,3,6,1,12,65,77,122,0.37,1.59,1.96,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,13,18,-1,-1,-1,1,11,3,70,100,40,70,Sporting Braga,Sporting CP,1.88,2.24,2.0,3.0,2.0,3.0,30,0,1.62,2.02,3.64,34,True,True,True,True,True,True,True,,3.53,93%,100%,Liga_Portugal,2024-11-10 18:45:00
2024-2025,11,4,1,5,2,2,4,2,6,0,0,7,3,5,4,12,7,10,13,48,52,Estádio do Sport Lisboa e Benfica (da Luz) (Lisboa),"Rua José Maria Nicolau, Lisboa",2,6,2.13,3.48,3.38,1.3,1.95,3.4,1.73,2.0,1.75,2.23,1.92,1.56,1.4,2.8,2.75,1.38,5,1,1,3,0,3,2,1731271500,78,0,20,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,5,2,6,1,34,30,94,92,1.5,0.88,2.38,1,0,1,0,0,0,1,1,0,0,-1,-1,0,0,1,19,22,-1,-1,-1,1,8,8,65,90,55,65,Benfica,Porto,2.59,1.71,3.0,2.25,2.44,2.7,35,10,2.23,0.99,3.22,34,True,True,True,True,True,False,True,,10.36,79%,20%,Liga_Portugal,2024-11-10 20:45:00
2024-2025,0,0,2,2,7,2,9,4,3,1,1,4,2,11,2,15,4,10,17,52,48,,,6,5,2.81,3.22,2.58,1.42,2.25,4.33,1.9,1.8,1.44,1.73,2.5,1.95,1.5,3.2,2.4,1.3,2,0,1,0,1,1,1,1731184200,171,0,10,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2,4,2,3,6,1,59,24,116,67,1.66,0.58,2.23,0,0,0,0,0,0,1,1,0,1,-1,-1,1,2,1,16,16,-1,-1,-1,1,5,18,43,65,53,78,Boavista FC,Rio Ave FC,0.35,0.71,0.25,0.0,0.9,0.9,58,35,1.03,0.67,1.7,34,True,True,False,False,False,False,False,,1.14,94%,0%,Liga_Portugal,2024-11-09 20:30:00
2024-2025,12,2,0,2,8,6,14,3,0,0,0,9,3,5,3,14,6,14,13,64,36,Estádio Do Dragão (Porto),,3,0,1.16,6.5,13.0,1.15,1.5,2.25,2.1,1.67,1.44,1.7,2.5,2.05,1.25,2.2,3.75,1.62,2,0,0,2,0,2,0,1733172300,82,0,37,0,-1,2,1,8,4,0,2,12,2,0,0,3,0,0,3,1,55,34,142,62,1.93,0.84,2.76,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,24,11,-1,-1,-1,1,6,8,62,90,27,64,Porto,Casa Pia,2.47,1.0,3.0,1.0,2.45,1.18,39,10,1.9,0.86,2.76,34,True,True,False,False,False,False,False,,0,87%,0%,Liga_Portugal,2024-12-02 20:45:00
2024-2025,12,1,0,1,3,6,9,4,2,0,0,2,3,7,7,9,10,20,19,41,59,Estádio de São Lúis (Faro),,4,2,2.18,3.37,2.9,1.44,2.02,4.5,2.0,1.75,1.38,1.63,2.7,2.08,1.53,3.5,2.38,1.29,1,1,0,0,0,0,1,1732911300,4866,0,40,0,-1,2,1,0,4,3,2,4,5,0,2,4,0,2,4,1,32,42,80,118,0.95,1.16,2.11,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,28,29,-1,-1,-1,1,10,8,50,60,40,70,Farense,Estrela Amadora,0.65,0.59,0.6,0.2,0.45,0.82,50,40,1.02,0.87,1.89,34,True,False,False,False,False,False,False,,5.75,94%,75%,Liga_Portugal,2024-11-29 20:15:00
2024-2025,12,3,2,5,2,4,6,3,3,0,0,4,2,6,7,10,9,15,17,47,53,Estádio do Rio Ave Futebol Clube (Vila do Conde),,3,3,2.65,3.01,2.37,1.45,2.2,4.5,2.0,1.75,1.49,1.81,2.38,1.86,1.53,3.5,2.38,1.29,5,1,0,2,2,4,1,1732980600,171,0,64,0,-1,2,1,0,3,2,1,3,3,0,1,3,2,1,5,1,30,39,74,104,1.13,1.0,2.13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,22,20,-1,-1,-1,1,10,7,54,72,19,82,Rio Ave FC,Moreirense FC,1.53,0.82,1.8,1.0,1.09,1.55,47,29,1.29,1.15,2.44,34,True,True,True,True,True,False,True,,8.05,72%,20%,Liga_Portugal,2024-11-30 15:30:00
2024-2025,12,0,1,1,8,2,10,2,8,0,0,4,3,9,1,13,4,9,18,74,26,Estádio José Alvalade (Lisboa),,2,8,1.17,5.8,11.08,1.18,1.6,2.25,2.5,1.5,1.61,1.98,2.12,1.7,1.29,2.38,3.5,1.53,1,0,1,0,0,0,1,1732998600,1028,0,40,0,-1,2,1,3,1,5,1,4,6,0,4,2,4,4,6,1,105,18,154,59,1.87,0.6,2.47,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,23,17,-1,-1,-1,1,1,15,50,90,60,70,Sporting CP,Santa Clara,2.59,1.47,3.0,1.2,3.0,1.91,50,10,1.89,1.14,3.03,34,True,False,False,False,False,False,False,,3.44,79%,0%,Liga_Portugal,2024-11-30 20:30:00
2024-2025,12,0,0,0,4,7,11,1,2,0,0,8,2,9,4,17,6,14,15,62,38,Estádio da Madeira (Funchal (Ilha da Madeira)),,1,2,1.91,3.07,3.57,1.36,2.0,3.75,1.95,1.8,1.5,1.82,2.33,1.84,1.44,3.25,2.63,1.33,0,0,0,0,0,0,0,1732989600,-1,0,38,0,-1,2,1,0,3,4,4,3,8,1,1,0,1,2,1,1,37,43,114,82,1.91,0.84,2.74,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,25,16,-1,-1,-1,1,10,11,50,75,34,71,CD Nacional,Boavista FC,1.41,1.06,1.5,1.33,0.8,0.82,50,25,1.02,0.85,1.87,34,False,False,False,False,False,False,False,,5.75,79%,20%,Liga_Portugal,2024-11-30 18:00:00
2024-2025,12,0,1,1,2,9,11,3,1,1,0,1,8,3,4,4,12,12,16,31,69,Estádio Clube Desportivo das Aves (Vila das Aves),,5,1,5.1,4.1,1.56,1.25,1.87,3.1,1.91,1.91,1.4,1.65,2.65,2.04,1.36,2.75,3.0,1.4,1,0,0,0,1,1,0,1733085000,172,0,37,0,-1,2,1,2,5,0,4,7,4,1,1,3,0,2,3,1,25,55,70,120,0.51,1.73,2.24,0,1,0,0,0,1,1,1,0,0,0,2,0,0,1,14,22,-1,-1,-1,1,4,4,47,55,17,55,AVS,Sporting Braga,0.88,2.0,1.33,2.0,0.91,1.82,54,45,1.07,1.35,2.42,34,True,False,False,False,False,False,False,,,,,Liga_Portugal,2024-12-01 20:30:00
2024-2025,12,4,0,4,9,2,11,1,2,0,0,5,0,6,3,11,3,19,10,53,47,Estádio Dom Afonso Henriques (Guimarães),,1,2,1.7,3.5,4.75,1.36,1.95,3.75,2.0,1.75,1.42,1.7,2.55,2.05,1.44,3.25,2.63,1.33,4,1,0,3,0,3,1,1733165100,175,0,54,0,-1,2,1,8,0,1,2,8,3,0,0,1,2,0,3,1,67,13,117,49,1.54,0.29,1.83,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,16,15,-1,-1,-1,1,5,12,64,72,27,72,Vitória Guimarães,Gil Vicente,1.88,0.82,2.0,0.33,1.64,0.91,37,29,1.07,0.86,1.93,34,True,True,True,True,False,False,False,,4,91%,59%,Liga_Portugal,2024-12-02 18:45:00
2024-2025,12,0,2,2,5,6,11,2,3,0,0,5,8,6,2,11,10,15,10,49,51,Estádio Municipal de Arouca (Arouca),,2,3,11.0,6.0,1.22,1.16,1.57,2.43,2.0,1.75,1.36,1.6,2.8,2.14,1.25,2.2,3.75,1.62,2,0,1,0,1,1,1,1733076000,78,0,45,0,-1,2,1,2,3,3,3,5,6,2,1,0,2,3,2,1,43,50,93,93,1.36,1.56,2.92,0,1,0,1,0,0,1,1,0,0,2,0,0,0,1,18,14,-1,-1,-1,1,5,12,45,80,25,88,FC Arouca,Benfica,1.24,2.12,0.8,1.75,0.73,2.5,55,20,0.85,1.61,2.46,34,True,True,False,False,False,False,False,,14.97,83%,75%,Liga_Portugal,2024-12-01 18:00:00
2024-2025,12,2,1,3,5,7,12,2,4,0,0,3,0,8,4,11,4,16,17,46,54,Estádio António Coimbra da Mota (Estoril),,2,4,3.25,3.1,2.25,1.47,2.3,4.75,2.05,1.7,1.53,1.87,2.28,1.79,1.53,3.5,2.38,1.29,3,2,1,0,0,0,3,1733067000,164,0,47,0,-1,2,1,1,5,4,2,6,6,1,1,1,3,2,4,1,0,0,0,0,1.17,0.46,1.63,1,1,1,1,0,0,1,1,1,0,0,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,65,45,64,GD Estoril Praia,Famalicão,1.47,1.12,1.33,1.6,0.91,1.55,45,35,0.87,1.09,1.96,34,True,True,True,False,False,False,True,,10.36,69%,20%,Liga_Portugal,2024-12-01 15:30:00
2024-2025,13,1,1,2,3,5,8,2,3,0,0,2,5,1,5,3,10,13,19,31,69,Estádio Municipal 22 de Junho (Vila Nova de Famalicão),,2,3,6.9,4.33,1.48,1.28,1.93,3.3,2.0,1.75,1.58,1.93,2.18,1.74,1.36,2.75,3.0,1.4,2,1,0,0,1,1,1,1733603400,-1,0,19,0,-1,2,1,0,4,3,1,4,4,1,0,1,3,1,4,1,18,93,56,134,0.47,1.66,2.13,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,20,24,-1,-1,-1,1,12,2,39,75,30,55,Famalicão,Porto,1.65,1.71,1.5,1.8,1.42,2.5,62,25,0.96,0.97,1.93,34,True,True,False,False,False,False,True,,4.07,73%,4%,Liga_Portugal,2024-12-07 20:30:00
2024-2025,13,1,0,1,6,2,8,2,4,0,0,4,2,3,2,7,4,18,17,43,57,"Estádio de São Miguel (Ponta Delgada, Ilha de São Miguel, Açores)","Rua Comandante Jaime de Sousa 21, Ponta Delgada, Ilha de São Miguel, Açores",2,4,1.91,3.44,4.2,1.36,2.17,3.66,2.03,1.7,1.45,1.74,2.48,1.94,1.47,3.1,2.49,1.32,1,1,0,0,0,0,1,1733594400,1028,0,25,0,-1,2,1,3,2,3,0,5,3,0,1,2,3,1,5,1,38,31,100,97,1.01,0.63,1.64,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,21,21,-1,-1,-1,1,3,4,42,67,59,75,Santa Clara,Rio Ave FC,1.88,0.71,2.5,0.5,2.0,1.25,59,34,1.25,0.66,1.91,34,True,False,False,False,False,False,False,,8.05,88%,20%,Liga_Portugal,2024-12-07 18:00:00
2024-2025,13,2,1,3,2,7,9,4,2,0,0,2,4,5,4,7,8,13,19,46,54,Estádio José Gomes (Amadora),,4,2,2.5,3.3,2.63,1.38,2.14,4.0,1.91,1.91,1.42,1.7,2.75,2.1,1.44,3.4,2.63,1.3,3,0,1,2,0,2,1,1733775300,15804,0,42,0,-1,2,1,2,4,0,3,6,3,2,1,2,1,3,3,1,33,40,93,98,0.83,1.09,1.92,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,19,34,-1,-1,-1,1,4,8,59,67,42,67,Estrela Amadora,FC Arouca,1.12,1.0,1.33,0.67,0.75,0.67,42,34,1.09,0.9,1.99,34,True,True,True,False,False,False,True,,10.36,75%,0%,Liga_Portugal,2024-12-09 20:15:00
2024-2025,0,1,1,2,6,3,9,0,4,0,0,5,3,3,3,8,6,13,14,46,54,Estádio Municipal de Rio Maior (Rio Maior),,0,4,2.0,3.25,3.8,1.44,2.2,4.5,2.0,1.75,1.5,1.82,2.35,1.84,1.5,3.4,2.5,1.3,2,1,0,0,1,1,1,1733680800,-1,0,55,0,-1,2,1,3,2,2,1,5,3,0,1,0,3,1,3,1,45,35,106,96,1.19,0.86,2.05,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,21,22,-1,-1,-1,1,8,3,39,74,39,74,Casa Pia,AVS,1.65,0.71,1.33,0.4,1.08,0.83,62,27,1.1,0.87,1.97,34,True,True,False,False,False,False,True,,12.01,73%,0%,Liga_Portugal,2024-12-08 18:00:00
2024-2025,13,2,1,3,4,6,10,3,1,0,0,4,3,2,8,6,11,17,15,31,69,Parque Desportivo Comendador Joaquim de Almeida Freitas (Moreira de Cónegos),,3,1,8.0,5.0,1.36,1.25,1.75,2.95,2.05,1.7,1.67,2.07,2.02,1.64,1.33,2.65,3.31,1.48,3,2,1,0,0,0,3,1733429700,174,0,47,0,-1,2,1,3,3,1,3,6,4,1,1,2,0,2,2,1,27,89,66,150,0.86,1.56,2.42,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,14,19,-1,-1,-1,1,15,2,70,80,44,62,Moreirense FC,Sporting CP,1.53,2.24,2.2,3.0,1.42,2.75,30,20,1.04,1.95,2.99,34,True,True,True,False,False,False,True,,0.87,92%,100%,Liga_Portugal,2024-12-05 20:15:00
2024-2025,13,2,1,3,6,7,13,3,4,0,0,4,6,8,4,12,10,13,17,56,44,Estádio Cidade de Barcelos (Barcelos),,3,4,2.01,3.5,3.72,1.33,2.05,3.6,1.91,1.91,1.37,1.62,2.95,2.2,1.44,3.25,2.63,1.33,3,1,0,1,1,2,1,1733585400,183,0,39,0,-1,2,1,3,6,3,1,9,4,0,2,3,2,2,5,1,32,39,98,106,1.28,1.34,2.62,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,27,20,-1,-1,-1,1,5,9,30,57,20,64,Gil Vicente,CD Nacional,1.18,0.59,1.6,0.33,0.83,0.82,70,44,1.14,1.25,2.39,34,True,True,True,False,False,False,True,,12.01,62%,0%,Liga_Portugal,2024-12-07 15:30:00
2024-2025,13,2,2,4,3,2,5,3,5,0,0,7,3,5,6,12,9,18,21,48,52,Estádio Municipal de Braga (Braga),,3,5,1.38,4.98,7.8,1.17,1.65,2.55,1.95,1.81,1.34,1.56,2.88,2.2,1.28,2.39,3.35,1.58,4,1,0,1,2,3,1,1733516100,-1,0,35,0,-1,2,1,2,2,1,0,4,1,0,0,3,5,0,8,1,33,29,117,98,1.5,1.0,2.5,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,24,14,-1,-1,-1,1,7,6,45,70,27,64,Sporting Braga,GD Estoril Praia,1.88,1.24,1.67,0.4,1.92,1.08,55,30,1.41,0.82,2.23,34,True,True,True,True,False,False,True,,2.91,91%,99%,Liga_Portugal,2024-12-06 20:15:00
2024-2025,13,1,0,1,6,9,15,3,1,0,0,1,2,3,6,4,8,9,13,55,45,Estádio do Sport Lisboa e Benfica (da Luz) (Lisboa),"Rua José Maria Nicolau, Lisboa",3,1,1.32,5.5,8.9,1.2,1.64,2.75,2.0,1.75,1.33,1.53,2.95,2.28,1.3,2.5,3.4,1.5,1,1,0,0,0,0,1,1733594400,78,0,42,0,58839,2,1,4,4,2,5,8,7,1,1,2,0,2,2,1,42,40,108,83,0.64,0.94,1.59,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,29,23,-1,-1,-1,1,11,7,50,67,42,67,Benfica,Vitória Guimarães,2.59,1.29,3.0,1.33,2.55,1.75,50,34,2.1,1.16,3.26,34,True,False,False,False,False,False,False,,23.02,69%,0%,Liga_Portugal,2024-12-07 18:00:00
2024-2025,13,1,1,2,5,4,9,2,3,1,1,3,5,9,7,12,12,7,16,53,47,Estádio do Bessa Século XXI (Porto),,3,4,2.46,3.15,3.02,1.44,2.0,4.5,1.95,1.8,1.48,1.78,2.4,1.88,1.47,3.25,2.5,1.3,2,0,0,1,1,2,0,1733671800,-1,0,17,0,-1,2,1,4,3,1,1,7,2,0,0,3,4,0,7,1,0,0,0,0,1.4,1.32,2.72,1,0,1,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,64,19,74,Boavista FC,Farense,0.35,0.94,0.2,0.33,0.83,0.67,82,37,1.15,0.9,2.05,34,True,True,False,False,False,False,True,,14.97,58%,20%,Liga_Portugal,2024-12-08 15:30:00
2024-2025,14,3,2,5,10,1,11,3,3,0,0,7,2,15,6,22,8,11,6,72,28,Estádio José Alvalade (Lisboa),,3,3,1.07,11.0,18.0,1.08,1.28,1.73,2.15,1.62,1.47,1.75,2.43,1.91,1.17,1.77,4.5,1.93,5,1,1,2,1,3,2,1734208200,114,0,38,0,-1,2,1,6,0,4,1,6,5,1,0,2,3,1,5,1,0,0,0,0,2.56,0.81,3.37,0,0,0,0,0,0,1,1,0,0,3,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,63,32,70,Sporting CP,Boavista FC,2.59,1.06,2.5,1.29,2.54,0.85,54,37,1.89,0.85,2.74,34,True,True,True,True,True,False,True,,9.22,84%,0%,Liga_Portugal,2024-12-14 20:30:00
