season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_ft_over25,pinnacle_ft_over15,pinnacle_ft_over35,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_1st_half_over05,pinnacle_1st_half_under05,pinnacle_ft_2,pinnacle_ft_1,pinnacle_ft_x,pinnacle_btts_no,pinnacle_btts_yes,pinnacle_corners_over_95,pinnacle_corners_under_85,pinnacle_corners_under_95,pinnacle_corners_over_85,date
2022-2023,15,0,4,4,8,8,16,3,0,0,0,3,8,3,12,7,22,1,0,42,58,Panthessaliko Stadio (Volos),,3,0,5.75,3.6,1.65,1.26,1.95,2.98,1.95,1.8,1.63,2.1,2.12,1.65,1.36,2.75,3.0,1.4,4,0,3,0,1,1,3,1672248600,1101,0,43,0,-1,1,1,5,1,3,7,6,10,2,0,1,0,2,1,1,21,39,72,79,0.75,2.1,2.85,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,86,29,57,Volos NFC,AEK Athens,0.94,2.17,1.86,2.0,1.79,2.29,57,14,1.38,1.57,2.95,36,True,True,True,True,False,False,False,Greece_Super_League,,2.93,81%,30%,,,,,,,,,,,,,,,,,2022-12-28 17:30:00
2022-2023,15,1,0,1,5,3,8,3,4,0,1,7,0,5,10,14,14,1,0,46,54,Stadio Levadias (Levadia),,3,5,2.2,3.2,3.5,1.44,2.32,4.5,1.95,1.8,1.88,2.48,1.93,1.48,1.5,3.5,2.5,1.29,1,1,0,0,0,0,1,1672239600,1108,0,55,0,-1,1,1,2,1,3,2,3,5,2,4,1,1,6,2,1,42,29,108,83,1.56,0.85,2.41,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,77,15,68,Levadiakos,Ionikos,1.06,0.71,1.0,0.43,0.57,0.57,70,23,1.09,1.11,2.2,33,True,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2022-12-28 15:00:00
2022-2023,15,5,0,5,6,0,6,3,2,0,0,8,3,8,4,18,7,16,9,60,40,Stadio Georgios Karaiskáki (Pireás (Piraeus)),,3,2,1.3,4.75,13.0,1.33,2.02,3.62,2.65,1.47,1.93,2.48,1.88,1.48,1.43,2.95,2.6,1.35,5,2,0,3,0,3,2,1672243200,116,0,50,0,-1,1,1,4,0,2,0,4,2,0,0,3,2,0,5,1,48,20,141,72,1.93,0.81,2.74,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,79,36,57,Olympiakos Piraeus,Asteras Tripolis,2.22,0.38,2.0,0.57,1.86,1.0,64,22,1.65,1.29,2.94,33,True,True,True,True,True,False,False,Greece_Super_League,,3.44,69%,75%,,,,,,,,,,,,,,,,,2022-12-28 16:00:00
2022-2023,15,1,1,2,13,0,13,2,4,0,1,5,3,14,0,19,3,14,11,77,23,Stadio Apóstolos Nikolaidis (Athína (Athens)),,2,6,1.33,4.5,13.0,1.3,2.05,3.6,2.38,1.53,1.88,2.45,1.93,1.46,1.36,2.75,3.0,1.4,2,0,0,1,1,2,0,1672255800,-1,0,38,0,-1,1,1,6,0,7,0,6,7,0,2,2,3,2,5,1,108,11,156,53,2.33,0.49,2.82,0,0,0,0,0,0,1,1,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,67,32,67,Panathinaikos,OFI,2.17,1.56,2.75,0.83,2.71,0.71,63,34,1.47,1.08,2.55,33,True,True,False,False,False,False,True,Greece_Super_League,,5.75,80%,75%,,,,,,,,,,,,,,,,,2022-12-28 19:30:00
2022-2023,15,1,1,2,5,2,7,4,2,0,0,2,3,6,7,9,12,21,17,54,46,Dimotiko Athlitiko Kentro Lamias (Lamia),,4,2,2.1,3.0,3.55,1.43,2.23,3.8,1.95,1.8,1.63,2.1,2.05,1.61,1.5,3.4,2.5,1.3,2,0,0,1,1,2,0,1672331400,-1,0,38,0,-1,1,1,3,1,2,1,4,3,1,2,3,0,3,3,1,57,32,117,91,1.07,1.08,2.15,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,84,31,62,Lamia,PAS Giannina,1.06,0.76,0.83,0.14,0.64,0.71,47,17,1.25,0.93,2.18,33,True,True,False,False,False,False,True,Greece_Super_League,,2.75,92%,17%,,,,,,,,,,,,,,,,,2022-12-29 16:30:00
2022-2023,16,3,0,3,3,2,5,3,3,0,0,6,0,8,16,16,17,16,14,49,51,Stadio Theodoros Kolokotronis (Tripoli),,3,3,1.74,3.1,4.9,1.48,2.45,4.7,2.25,1.57,1.98,2.7,1.83,1.44,1.53,3.4,2.3,1.27,3,3,0,0,0,0,3,1672844400,1107,0,20,0,-1,1,1,3,1,0,1,4,1,1,0,2,3,1,5,1,26,36,85,105,1.5,1.28,2.77,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,53,20,53,Asteras Tripolis,Lamia,1.47,0.71,1.43,0.5,0.93,0.67,88,48,1.31,1.05,2.36,33,True,True,True,False,False,False,False,Greece_Super_League,,6.71,46%,0%,,,,,,,,,,,,,,,,,2023-01-04 15:00:00
2022-2023,16,0,2,2,1,8,9,1,2,0,0,0,5,3,9,3,18,11,16,36,64,Dimotiko Gipedo Neapolis Nikaias (Athína (Athens)),,1,2,14.0,5.0,1.25,1.27,1.78,2.95,2.5,1.5,1.88,2.48,1.93,1.48,1.36,2.75,3.0,1.4,2,0,2,0,0,0,2,1672774200,116,0,64,0,-1,1,1,0,4,1,4,4,5,0,1,1,1,1,2,1,15,87,57,151,0.31,1.87,2.18,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,79,29,72,Ionikos,Olympiakos Piraeus,0.94,1.83,0.71,1.71,0.53,1.93,57,22,1.5,1.66,3.16,33,True,True,False,False,False,False,False,Greece_Super_League,,5.75,76%,0%,,,,,,,,,,,,,,,,,2023-01-03 19:30:00
2022-2023,16,0,0,0,8,1,9,3,2,0,0,2,3,23,9,33,13,16,14,59,41,Stadio Thódoros Vardinoyánnis (Iraklio (Heraklion)),,3,2,2.43,3.25,2.85,1.35,2.03,3.75,1.8,1.95,1.8,2.39,2.0,1.52,1.44,3.25,2.63,1.33,0,0,0,0,0,0,0,1672756200,-1,0,47,0,-1,1,1,5,0,3,1,5,4,1,2,2,0,3,2,1,70,34,105,68,2.21,1.21,3.42,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,73,34,81,OFI,Volos NFC,0.94,1.28,0.63,1.71,0.73,1.67,60,27,1.4,1.15,2.55,33,False,False,False,False,False,False,False,Greece_Super_League,,4.61,74%,20%,,,,,,,,,,,,,,,,,2023-01-03 14:30:00
2022-2023,3,1,0,1,4,5,9,1,5,0,1,4,2,5,2,12,5,12,18,61,39,Stadio Apóstolos Nikolaidis (Athína (Athens)),,1,6,1.15,6.3,19.25,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1662226200,960,0,0,0,-1,1,1,1,2,3,3,3,6,0,3,1,3,3,4,1,0,0,0,0,1.17,0.65,1.82,0,0,0,0,0,0,1,1,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,25,25,75,Panathinaikos,Levadiakos,2.17,0.53,3.0,0.5,3.0,0.5,75,75,1.27,1.21,2.48,33,True,False,False,False,False,False,False,Greece_Super_League,,9.22,77%,40%,,,,,,,,,,,,,,,,,2022-09-03 17:30:00
2022-2023,16,2,0,2,8,2,10,4,1,0,1,7,2,11,4,22,8,14,4,63,37,Stadio Panetolikou (Agrinio),,4,3,2.35,3.1,2.85,1.42,2.12,4.33,1.95,1.8,1.85,2.48,1.95,1.48,1.5,3.4,2.5,1.3,2,0,0,2,0,2,0,1672848000,1103,0,36,0,-1,1,1,4,0,4,2,4,6,2,1,2,1,3,3,1,57,30,125,64,2.04,0.74,2.78,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,71,15,57,Panaitolikos,Atromitos,0.82,0.69,0.57,0.86,1.07,1.27,64,29,0.91,0.93,1.84,33,True,True,False,False,False,False,False,Greece_Super_League,,2.42,63%,30%,,,,,,,,,,,,,,,,,2023-01-04 16:00:00
2022-2023,16,1,0,1,9,2,11,4,1,0,0,5,0,8,7,15,9,13,20,42,58,Stadio Toumbas (Thessaloníki),"Plateia Mikras Asias, Thessaloníki",4,1,1.82,3.35,4.33,1.4,2.11,4.2,1.95,1.8,1.72,2.25,2.0,1.57,1.44,3.25,2.63,1.33,1,1,0,0,0,0,1,1672855200,106,0,36,0,-1,1,1,8,0,1,2,8,3,2,1,2,0,3,2,1,44,34,88,111,1.49,0.71,2.2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,71,29,79,PAOK,Aris,2.0,0.89,2.29,1.14,1.93,1.67,57,29,1.91,1.5,3.41,36,True,False,False,False,False,False,False,Greece_Super_League,,4.61,74%,0%,,,,,,,,,,,,,,,,,2023-01-04 18:00:00
2022-2023,16,2,1,3,0,6,6,3,1,0,0,3,2,1,6,4,9,11,16,31,69,Stadio Zosimades (Ioannina),,3,1,7.2,4.2,1.44,1.33,1.86,3.75,2.5,1.5,1.57,1.93,2.26,1.86,1.4,3.0,2.75,1.36,3,2,0,0,1,1,2,1672768800,1098,0,56,0,-1,1,1,0,1,0,5,1,5,0,0,3,1,0,4,1,8,17,15,44,0.52,0.77,1.29,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,94,34,61,PAS Giannina,AEK Athens,1.31,2.17,1.29,2.13,0.73,2.33,39,7,1.54,1.64,3.18,33,True,True,True,False,False,False,True,Greece_Super_League,,2.3,66%,20%,,,,,,,,,,,,,,,,,2023-01-03 18:00:00
2022-2023,17,1,0,1,8,4,12,1,2,0,0,3,2,13,5,21,10,20,23,56,44,OPAP Arena (Athína (Athens)),,1,2,2.22,3.1,3.1,1.44,2.2,4.5,2.0,1.75,1.65,2.12,2.1,1.63,1.5,3.5,2.5,1.29,1,0,0,1,0,1,0,1673199000,1101,0,29,0,-1,1,1,2,2,6,2,4,8,0,1,1,1,1,2,1,62,19,83,73,1.66,0.73,2.39,1,0,0,0,1,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,71,29,79,AEK Athens,Panathinaikos,2.44,2.17,2.57,2.71,2.19,2.63,64,29,2.36,1.37,3.73,36,True,False,False,False,False,False,False,Greece_Super_League,,12.66,90%,75%,,,,,,,,,,,,,,,,,2023-01-08 17:30:00
2022-2023,17,3,0,3,4,8,12,0,1,0,0,4,3,7,4,12,12,14,14,61,39,Stadio Harilaou Kleánthis Vikelídis (Thessaloníki),,0,1,1.68,3.3,5.0,1.35,2.2,3.6,2.1,1.63,1.98,2.55,1.83,1.45,1.44,3.0,2.55,1.34,3,2,0,1,0,1,2,1673197200,5131,0,44,0,-1,1,1,3,2,1,6,5,7,0,0,0,1,0,1,1,18,27,58,52,1.11,0.85,1.95,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,75,32,57,Aris,Asteras Tripolis,1.94,0.38,2.13,0.5,1.56,1.06,50,25,1.78,1.22,3.0,33,True,True,True,False,False,False,False,Greece_Super_League,,3.44,65%,20%,,,,,,,,,,,,,,,,,2023-01-08 17:00:00
2022-2023,17,2,0,2,5,4,9,2,1,0,1,3,5,18,3,21,10,17,12,68,32,Stadio Peristeriou (Athína (Athens)),,2,3,1.74,3.3,4.5,1.4,2.25,4.2,2.05,1.7,1.98,2.55,1.83,1.45,1.5,3.4,2.5,1.3,2,1,0,1,0,1,1,1673190000,1109,0,44,0,-1,1,1,1,3,4,1,4,5,1,2,1,0,3,1,1,47,12,105,66,1.87,0.95,2.82,1,0,1,0,0,0,1,1,1,0,0,2,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,69,25,76,Atromitos,Ionikos,1.59,0.71,1.63,0.38,1.19,0.5,69,32,1.26,1.08,2.34,33,True,True,False,False,False,False,False,Greece_Super_League,,5.99,60%,20%,,,,,,,,,,,,,,,,,2023-01-08 15:00:00
2022-2023,17,0,4,4,7,2,9,2,0,0,0,2,11,11,7,15,20,8,7,48,52,Panthessaliko Stadio (Volos),,2,0,5.6,3.93,1.48,1.25,1.82,3.1,1.95,1.8,1.63,2.1,2.12,1.65,1.33,2.5,3.25,1.5,4,0,3,0,1,1,3,1673186400,116,0,50,0,-1,1,1,4,1,3,1,5,4,1,0,1,0,1,1,1,39,38,95,97,1.25,2.18,3.43,0,1,0,1,0,0,1,1,0,1,2,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,82,38,69,Volos NFC,Olympiakos Piraeus,0.94,1.83,1.63,1.88,1.63,2.0,51,19,1.31,1.69,3.0,36,True,True,True,True,False,False,False,Greece_Super_League,,3.56,69%,2%,,,,,,,,,,,,,,,,,2023-01-08 14:00:00
2022-2023,17,1,3,4,2,5,7,2,3,0,0,2,5,10,6,14,12,10,18,59,41,Stadio Levadias (Levadia),,2,3,2.25,3.0,3.3,1.47,2.37,4.75,2.0,1.75,1.65,2.12,2.1,1.63,1.53,3.75,2.38,1.25,4,0,1,1,2,3,1,1673105400,1098,0,50,0,-1,1,1,0,3,2,2,3,4,1,0,1,3,1,4,1,52,24,118,87,1.28,1.23,2.51,0,0,0,0,0,0,1,1,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,82,13,57,Levadiakos,PAS Giannina,1.06,0.76,1.13,0.25,0.69,0.88,69,19,1.17,0.95,2.12,33,True,True,True,True,False,False,True,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2023-01-07 15:30:00
2022-2023,17,0,4,4,0,5,5,0,3,0,0,0,7,5,7,6,16,18,21,50,50,Stadio Panetolikou (Agrinio),,0,3,2.4,3.13,3.13,1.4,2.3,4.0,1.95,1.8,1.83,2.47,1.98,1.46,1.5,3.4,2.5,1.3,4,0,1,0,3,3,1,1673276400,5130,0,41,0,-1,1,1,0,3,0,2,3,2,0,0,0,3,0,3,1,39,49,89,95,0.61,1.73,2.34,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,81,34,55,Panaitolikos,OFI,0.82,1.56,0.88,0.86,1.19,0.75,66,20,1.05,1.0,2.05,33,True,True,True,True,False,False,False,Greece_Super_League,,5.95,65%,46%,,,,,,,,,,,,,,,,,2023-01-09 15:00:00
2022-2023,17,0,3,3,4,5,9,2,0,0,0,0,5,5,8,6,17,16,14,34,66,Dimotiko Athlitiko Kentro Lamias (Lamia),,2,0,8.5,4.33,1.36,1.36,1.77,3.75,2.25,1.57,1.83,2.35,1.98,1.55,1.44,3.25,2.63,1.33,3,0,2,0,1,1,2,1673112600,106,0,47,0,-1,1,1,2,3,2,2,5,4,2,0,0,0,2,0,1,26,48,65,78,0.51,1.52,2.03,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,80,27,66,Lamia,PAOK,1.06,1.72,0.86,1.63,0.63,2.0,66,21,1.22,1.36,2.58,33,True,True,True,False,False,False,False,Greece_Super_League,,1.01,87%,0%,,,,,,,,,,,,,,,,,2023-01-07 17:30:00
2022-2023,18,4,1,5,8,2,10,0,4,0,0,10,2,16,1,34,4,17,15,69,31,OPAP Arena (Athína (Athens)),,0,4,1.19,4.84,8.92,1.2,1.62,2.75,2.75,1.4,1.6,2.05,2.15,1.65,1.3,2.38,3.4,1.53,5,2,1,2,0,2,3,1673791200,1101,0,38,0,-1,1,1,2,1,6,1,3,7,0,0,0,4,0,4,1,88,15,135,55,2.97,0.45,3.42,0,1,0,1,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,63,38,69,AEK Athens,Panaitolikos,2.44,1.0,2.63,1.5,2.24,1.12,63,38,2.27,0.92,3.19,33,True,True,True,True,True,False,True,Greece_Super_League,,21.85,74%,100%,,,,,,,,,,,,,,,,,2023-01-15 14:00:00
2022-2023,18,0,0,0,5,5,10,1,3,1,0,3,4,6,6,11,14,13,12,41,59,Stadio Theodoros Kolokotronis (Tripoli),,2,3,1.9,3.3,4.0,1.47,2.37,5.0,2.3,1.57,1.95,2.45,1.85,1.46,1.52,3.46,2.39,1.27,0,0,0,0,0,0,0,1673794800,-1,0,26,0,-1,1,1,2,1,3,4,3,7,2,1,0,2,3,2,1,31,70,88,116,1.01,1.42,2.44,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,50,25,50,Asteras Tripolis,Levadiakos,1.47,0.53,1.63,0.25,1.0,0.65,69,50,1.33,0.97,2.3,33,False,False,False,False,False,False,False,Greece_Super_League,,8.75,64%,8%,,,,,,,,,,,,,,,,,2023-01-15 15:00:00
2022-2023,18,0,1,1,4,7,11,3,3,0,0,7,5,6,6,15,14,25,18,42,58,Dimotiko Gipedo Neapolis Nikaias (Athína (Athens)),,3,3,2.66,3.2,2.59,1.33,2.03,3.7,1.91,1.91,1.68,2.2,1.98,1.55,1.44,3.25,2.63,1.33,1,0,0,0,1,1,0,1673890200,5199,0,51,0,-1,1,1,1,4,3,3,5,6,2,2,1,1,4,2,1,36,71,71,90,1.57,1.56,3.13,0,1,0,1,0,0,1,1,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,76,44,82,Ionikos,Volos NFC,0.94,1.28,0.63,1.63,0.47,1.53,63,26,1.35,1.16,2.51,33,True,False,False,False,False,False,False,Greece_Super_League,,5.01,68%,20%,,,,,,,,,,,,,,,,,2023-01-16 17:30:00
2022-2023,18,1,0,1,4,3,7,2,3,0,0,8,5,5,4,15,10,15,12,56,44,Stadio Georgios Karaiskáki (Pireás (Piraeus)),,2,3,1.5,3.9,6.75,1.33,1.8,3.75,2.25,1.57,1.72,2.22,2.07,1.6,1.4,3.0,2.75,1.36,1,0,0,1,0,1,0,1673803800,116,0,32,0,-1,1,1,1,2,3,1,3,4,1,2,1,1,3,2,1,45,28,111,67,1.71,1.12,2.84,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,76,38,69,Olympiakos Piraeus,Aris,2.22,0.89,2.13,1.0,2.06,1.65,69,26,1.68,1.4,3.08,36,True,False,False,False,False,False,False,Greece_Super_League,,4.61,74%,20%,,,,,,,,,,,,,,,,,2023-01-15 17:30:00
2022-2023,18,0,0,0,5,0,5,1,4,0,0,10,0,14,5,26,5,7,21,70,30,Stadio Toumbas (Thessaloníki),"Plateia Mikras Asias, Thessaloníki",1,4,1.3,4.73,9.96,1.29,1.93,3.0,2.38,1.53,1.7,2.2,1.98,1.55,1.36,2.63,3.0,1.44,0,0,0,0,0,0,0,1673719200,-1,0,44,0,-1,1,1,2,0,3,0,2,3,0,1,1,3,1,4,1,92,21,134,62,2.87,0.48,3.35,0,0,0,0,0,0,1,1,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,76,32,88,PAOK,OFI,2.0,1.56,2.38,1.13,2.06,0.88,50,26,1.85,1.09,2.94,33,False,False,False,False,False,False,False,Greece_Super_League,,13,64%,20%,,,,,,,,,,,,,,,,,2023-01-14 18:00:00
2022-2023,18,0,1,1,3,9,12,3,1,0,0,0,4,10,13,12,20,16,13,25,75,Stadio Zosimades (Ioannina),,3,1,7.75,3.8,1.47,1.4,2.25,4.3,2.38,1.53,1.88,2.47,1.88,1.49,1.5,3.5,2.5,1.29,1,0,0,0,1,1,0,1673807400,960,0,63,0,-1,1,1,1,3,2,6,4,8,0,0,3,1,0,4,1,23,90,42,187,0.79,2.02,2.81,0,1,0,1,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,82,38,75,PAS Giannina,Panathinaikos,1.31,2.17,1.5,2.38,1.0,2.47,44,19,1.41,1.29,2.7,33,True,False,False,False,False,False,False,Greece_Super_League,,1.14,75%,4%,,,,,,,,,,,,,,,,,2023-01-15 18:30:00
2022-2023,18,1,1,2,4,2,6,3,3,1,0,4,6,7,5,12,11,13,23,42,58,Dimotiko Athlitiko Kentro Lamias (Lamia),,4,3,2.65,2.9,2.65,1.45,2.45,4.5,2.0,1.73,1.95,2.45,1.85,1.46,1.5,3.25,2.5,1.33,2,0,1,1,0,1,1,1673708400,-1,0,38,0,-1,1,1,2,0,2,2,2,4,2,0,2,3,2,5,1,36,32,100,98,1.24,1.36,2.6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,75,19,63,Lamia,Atromitos,1.06,0.69,0.75,0.75,0.59,1.29,57,25,1.12,0.91,2.03,33,True,True,False,False,False,False,True,Greece_Super_League,,1.99,58%,82%,,,,,,,,,,,,,,,,,2023-01-14 15:00:00
2022-2023,19,3,0,3,6,1,7,0,2,0,0,7,2,11,6,21,9,19,20,58,42,Stadio Harilaou Kleánthis Vikelídis (Thessaloníki),,0,2,1.37,4.66,7.19,1.3,1.88,3.6,2.1,1.67,1.65,2.14,2.1,1.63,1.4,2.75,2.75,1.4,3,0,0,3,0,3,0,1674324000,5131,0,33,0,-1,1,1,4,1,2,0,5,2,0,1,0,1,1,1,1,31,35,103,90,1.85,0.91,2.76,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,67,33,67,Aris,Volos NFC,1.94,1.28,2.22,1.78,1.56,1.61,56,33,1.71,1.21,2.92,36,True,True,True,False,False,False,False,Greece_Super_League,,10.36,69%,40%,,,,,,,,,,,,,,,,,2023-01-21 18:00:00
2022-2023,19,1,1,2,3,4,7,1,3,0,0,4,7,9,12,16,24,11,11,32,68,Stadio Peristeriou (Athína (Athens)),,1,3,6.97,4.55,1.39,1.22,1.83,2.9,1.95,1.8,1.72,2.25,2.0,1.57,1.33,2.5,3.25,1.5,2,0,0,1,1,2,0,1674412200,-1,0,44,0,-1,1,1,2,3,1,1,5,2,0,0,1,3,0,4,1,18,55,58,139,1.23,2.09,3.32,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,78,28,67,Atromitos,Olympiakos Piraeus,1.59,1.83,1.78,2.0,1.28,2.11,67,22,1.33,1.74,3.07,33,True,True,False,False,False,False,True,Greece_Super_League,,5.75,71%,40%,,,,,,,,,,,,,,,,,2023-01-22 18:30:00
2022-2023,19,1,2,3,0,10,10,5,4,0,0,3,10,8,10,12,27,18,17,26,74,Dimotiko Gipedo Neapolis Nikaias (Athína (Athens)),,5,4,13.7,5.7,1.19,1.2,1.83,2.8,2.5,1.5,1.85,2.48,1.95,1.48,1.33,2.5,3.25,1.5,3,1,0,0,2,2,1,1674396000,1101,0,45,0,-1,1,1,0,3,0,7,3,7,1,1,4,3,2,7,1,23,91,50,138,1.07,2.62,3.69,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,84,39,67,Ionikos,AEK Athens,0.94,2.17,0.56,1.89,0.44,2.28,62,17,1.37,1.54,2.91,33,True,True,True,False,False,False,True,Greece_Super_League,,10.36,69%,20%,,,,,,,,,,,,,,,,,2023-01-22 14:00:00
2022-2023,19,0,0,0,8,2,10,2,2,0,0,5,0,7,6,16,6,15,25,56,44,Stadio Levadias (Levadia),,2,2,2.17,3.17,3.56,1.47,2.41,5.0,2.1,1.67,1.88,2.45,1.93,1.46,1.57,3.75,2.25,1.25,0,0,0,0,0,0,0,1674399600,-1,0,39,0,-1,1,1,5,0,3,2,5,5,1,1,1,1,2,2,1,58,28,87,62,1.53,0.59,2.11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,67,17,67,Levadiakos,Lamia,1.06,0.71,1.0,0.44,0.67,0.61,73,33,1.18,1.07,2.25,33,False,False,False,False,False,False,False,Greece_Super_League,,,,,,,,,,,,,,,,,,,,,2023-01-22 15:00:00
2022-2023,19,1,0,1,5,1,6,3,2,0,0,3,2,6,6,9,11,12,20,70,30,Stadio Thódoros Vardinoyánnis (Iraklio (Heraklion)),,3,2,2.3,3.12,3.16,1.47,2.29,4.75,2.0,1.75,2.0,2.65,1.8,1.45,1.5,3.5,2.5,1.29,1,0,0,1,0,1,0,1674313200,5130,0,44,0,-1,1,1,1,1,4,0,2,4,1,1,2,1,2,3,1,79,19,167,87,1.37,0.8,2.17,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,73,33,62,OFI,Asteras Tripolis,0.94,0.38,0.67,0.44,0.89,1.0,56,28,1.49,1.18,2.67,33,True,False,False,False,False,False,False,Greece_Super_League,,17.27,63%,40%,,,,,,,,,,,,,,,,,2023-01-21 15:00:00
