season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_ft_over35,pinnacle_ft_over25,pinnacle_ft_over15,pinnacle_corners_over_95,pinnacle_corners_under_95,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_ft_x,pinnacle_ft_2,pinnacle_ft_1,pinnacle_btts_no,pinnacle_btts_yes,pinnacle_corners_over_85,pinnacle_corners_under_85,pinnacle_1st_half_over05,pinnacle_1st_half_under05,date
2023-2024,18,1,3,4,5,5,10,0,1,0,0,3,8,5,6,12,20,14,15,62,38,Pro Ventilation Arena (Hvidovre),,0,1,3.2,3.4,2.11,1.29,1.94,3.2,1.75,2.0,1.37,1.65,2.75,2.13,1.4,2.75,2.75,1.4,4,1,0,0,3,3,1,1708261200,2521,0,63,0,-1,1,1,2,5,3,0,7,3,0,0,0,1,0,1,1,49,47,119,82,1.08,1.78,2.87,1,0,1,0,0,0,1,1,0,0,0,2,0,0,1,34,20,-1,-1,-1,1,8,4,63,88,44,82,Hvidovre,Randers,0.38,1.0,0.13,0.75,0.41,0.94,38,13,1.09,1.15,2.24,32,True,True,True,True,False,False,True,Denmark_Superliga,,20.71,89%,100%,,,,,,,,,,,,,,,,,2024-02-18 13:00:00
2023-2024,18,0,0,0,5,4,9,2,2,0,0,6,5,3,4,12,9,10,15,38,62,Vejle Stadion (Vejle),,2,2,4.03,3.14,2.02,1.46,2.2,4.58,2.05,1.7,1.9,2.05,1.9,1.7,1.5,3.5,2.5,1.29,0,0,0,0,0,0,0,1708365600,-1,0,65,0,-1,1,1,0,2,5,2,2,7,2,0,0,2,2,2,1,35,41,105,93,1.25,1.22,2.48,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,24,23,-1,-1,-1,1,8,8,36,76,24,64,Vejle,AGF,1.38,1.38,1.0,1.56,0.82,1.65,64,25,1.22,1.23,2.45,32,False,False,False,False,False,False,False,Denmark_Superliga,,5.01,84%,77%,,,,,,,,,,,,,,,,,2024-02-19 18:00:00
2023-2024,18,0,3,3,8,2,10,0,1,0,0,5,6,2,3,9,9,7,8,48,52,JYSK park (Silkeborg),,0,1,3.35,3.7,1.95,1.25,1.64,2.95,1.67,2.1,1.45,1.75,2.55,1.98,1.33,2.63,3.25,1.44,3,0,0,0,3,3,0,1708268400,55,0,66,0,-1,1,1,5,1,3,1,6,4,0,0,0,1,0,1,1,36,54,86,149,1.06,1.4,2.46,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,18,13,-1,-1,-1,1,8,3,60,89,36,72,Silkeborg,København,1.31,1.88,1.89,2.13,1.59,1.94,41,11,1.51,1.65,3.16,32,True,True,True,False,False,False,False,Denmark_Superliga,,14.43,95%,100%,,,,,,,,,,,,,,,,,2024-02-18 15:00:00
2023-2024,18,3,2,5,10,6,16,3,4,0,0,10,6,4,3,25,14,11,13,56,44,Right to Dream Park (Farum),,3,4,1.53,4.25,5.2,1.19,1.64,2.55,1.75,2.0,1.46,1.78,2.55,1.95,1.3,2.38,3.4,1.53,5,1,1,2,1,3,2,1708261200,986,0,38,0,-1,1,1,6,0,4,6,6,10,2,2,1,2,4,3,1,93,31,124,73,2.26,1.22,3.47,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,20,10,-1,-1,-1,1,6,7,57,57,32,69,Nordsjælland,Lyngby,2.06,0.69,1.88,0.88,1.59,1.18,44,44,1.73,1.18,2.91,32,True,True,True,True,True,False,True,Denmark_Superliga,,18.54,91%,100%,,,,,,,,,,,,,,,,,2024-02-18 13:00:00
2023-2024,18,1,2,3,5,6,11,2,3,0,0,5,7,6,3,15,15,14,14,59,41,Energi Viborg Arena (Viborg),,2,3,2.0,3.54,3.52,1.25,1.7,2.9,1.67,2.1,1.43,1.7,2.65,2.05,1.36,2.63,3.0,1.44,3,1,2,0,0,0,3,1708106400,2523,0,69,0,-1,1,1,0,4,5,2,4,7,0,0,2,3,0,5,1,70,47,114,98,1.56,1.47,3.02,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,22,24,-1,-1,-1,1,3,10,69,76,13,50,Viborg,OB,1.75,1.63,1.88,1.75,1.12,1.0,32,26,1.52,1.12,2.64,32,True,True,True,False,False,False,True,Denmark_Superliga,,15.26,96%,100%,,,,,,,,,,,,,,,,,2024-02-16 18:00:00
2023-2024,19,2,3,5,4,4,8,2,4,0,2,10,8,7,3,23,14,12,9,62,38,Ceres Park & Arena (Århus),,2,6,2.85,3.4,2.4,1.38,1.9,4.0,1.95,1.8,1.57,1.95,2.28,1.78,1.44,3.4,2.63,1.3,5,1,1,1,2,3,2,1708880400,955,0,59,0,-1,1,1,1,3,3,1,4,4,0,2,2,4,2,6,1,78,33,130,90,2.34,1.5,3.84,2,1,2,1,0,0,1,1,1,0,0,0,0,1,1,20,17,-1,-1,-1,1,3,14,64,82,41,71,AGF,Midtjylland,1.38,1.81,1.75,1.78,1.61,2.0,36,18,1.44,1.52,2.96,32,True,True,True,True,True,False,True,Denmark_Superliga,,7.61,92%,100%,,,,,,,,,,,,,,,,,2024-02-25 17:00:00
2023-2024,19,2,0,2,7,10,17,2,3,0,0,8,6,7,2,21,15,12,10,43,57,Parken (København),,2,3,1.8,3.7,4.0,1.22,1.7,2.75,1.7,2.05,1.57,2.0,2.28,1.8,1.33,2.63,3.25,1.44,2,1,0,1,0,1,1,1708970400,55,0,44,0,-1,1,1,5,4,2,6,9,8,1,0,1,3,1,4,1,59,74,85,125,1.93,1.47,3.4,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,15,26,-1,-1,-1,1,7,8,50,89,33,56,København,Nordsjælland,1.88,1.56,1.78,1.33,2.0,1.67,50,11,2.07,1.52,3.59,32,True,True,False,False,False,False,False,Denmark_Superliga,,6.91,78%,75%,,,,,,,,,,,,,,,,,2024-02-26 18:00:00
2023-2024,19,2,2,4,4,6,10,3,3,0,0,5,6,1,8,10,16,9,11,50,50,Pro Ventilation Arena (Hvidovre),,3,3,3.75,3.4,1.8,1.25,1.75,3.0,1.7,2.05,1.55,1.85,2.33,1.95,1.36,2.63,3.0,1.44,4,0,0,2,2,4,0,1708866000,-1,0,50,0,-1,1,1,2,5,2,1,7,3,0,2,3,1,2,4,1,54,44,95,125,1.13,1.63,2.76,0,1,0,0,0,1,1,1,0,0,1,3,0,0,1,19,35,-1,-1,-1,1,11,3,45,84,28,84,Hvidovre,Viborg,0.38,0.75,0.11,0.44,0.39,1.06,56,17,1.09,1.25,2.34,32,True,True,True,True,False,False,True,Denmark_Superliga,,14.97,73%,20%,,,,,,,,,,,,,,,,,2024-02-25 13:00:00
2023-2024,19,0,3,3,7,4,11,2,2,0,0,5,6,7,3,12,12,9,12,40,60,Nature Energy Park (Odense),,2,2,3.9,3.6,1.9,1.28,1.85,3.1,1.75,2.0,1.47,1.8,2.55,2.0,1.36,2.75,3.0,1.4,3,0,2,0,1,1,2,1708873200,2517,0,61,0,-1,1,1,0,2,7,2,2,9,1,0,1,2,1,3,1,68,34,142,98,1.61,1.25,2.86,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,23,15,-1,-1,-1,1,4,11,67,84,44,78,OB,Brøndby,0.38,2.0,0.33,2.0,1.11,2.06,33,17,1.34,1.36,2.7,32,True,True,True,False,False,False,False,Denmark_Superliga,,12.5,96%,100%,,,,,,,,,,,,,,,,,2024-02-25 15:00:00
2023-2024,19,1,0,1,6,5,11,1,2,0,0,3,4,8,7,15,15,11,12,55,45,Cepheus Park Randers (Randers),,1,2,1.99,3.3,3.3,1.3,1.93,3.34,1.8,1.95,1.38,1.65,2.88,2.13,1.4,3.0,2.75,1.36,1,0,0,1,0,1,0,1708711200,2521,0,44,0,-1,1,1,5,2,1,3,7,4,0,0,1,2,0,3,1,54,31,108,101,1.3,1.21,2.51,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,18,28,-1,-1,-1,1,6,15,56,62,39,78,Randers,Lyngby,1.5,0.69,1.11,0.78,1.06,1.11,45,39,1.28,1.18,2.46,32,True,False,False,False,False,False,False,Denmark_Superliga,,16.84,76%,77%,,,,,,,,,,,,,,,,,2024-02-23 18:00:00
2023-2024,19,2,0,2,2,6,8,2,1,0,0,10,5,2,7,12,15,6,4,30,70,Vejle Stadion (Vejle),,2,1,2.8,3.13,2.25,1.35,2.0,3.75,1.8,1.95,1.55,1.85,2.33,1.95,1.44,3.0,2.63,1.36,2,1,0,1,0,1,1,1708866000,3647,0,53,0,-1,1,1,1,3,1,3,4,4,1,0,1,1,1,2,1,30,72,79,149,1.68,1.64,3.32,1,0,0,0,1,0,1,1,0,0,0,3,0,0,1,11,18,-1,-1,-1,1,13,4,54,72,36,61,Vejle,Silkeborg,1.38,0.94,1.0,1.25,0.83,1.5,47,29,1.22,1.22,2.44,32,True,True,False,False,False,False,False,Denmark_Superliga,,7.07,98%,100%,,,,,,,,,,,,,,,,,2024-02-25 13:00:00
2023-2024,20,1,1,2,4,4,8,0,4,0,0,7,5,4,4,17,13,8,12,59,41,Ceres Park & Arena (Århus),,0,4,1.9,3.3,4.2,1.37,2.15,3.96,2.0,1.75,1.52,1.85,2.48,1.95,1.5,3.4,2.5,1.3,2,0,0,1,1,2,0,1709485200,-1,0,62,0,-1,1,1,1,3,3,1,4,4,0,2,0,2,2,2,1,43,34,124,65,1.51,1.17,2.68,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,20,19,-1,-1,-1,1,8,10,62,73,28,67,AGF,OB,1.38,1.63,1.56,1.89,1.53,1.05,39,28,1.54,1.16,2.7,32,True,True,False,False,False,False,True,Denmark_Superliga,,10.09,94%,100%,,,,,,,,,,,,,,,,,2024-03-03 17:00:00
2023-2024,20,1,1,2,10,4,14,1,4,0,0,6,5,12,2,19,9,6,6,78,22,Brøndby Stadion (Brøndby),,1,4,1.5,4.3,6.25,1.27,1.8,3.05,1.95,1.8,1.5,1.9,2.43,1.9,1.36,2.63,3.0,1.44,2,0,0,1,1,2,0,1709478000,-1,0,62,0,-1,1,1,7,3,3,1,10,4,0,0,1,4,0,5,1,78,23,129,45,2.12,0.96,3.08,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,17,22,-1,-1,-1,1,3,15,56,73,28,56,Brøndby,Vejle,1.88,0.88,2.11,0.67,2.11,0.95,45,28,1.51,1.17,2.68,32,True,True,False,False,False,False,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2024-03-03 15:00:00
2023-2024,20,3,1,4,5,1,6,1,0,0,0,11,2,5,2,18,5,2,4,53,47,Right to Dream Park (Farum),,1,0,1.57,4.2,5.37,1.14,1.62,2.5,1.7,2.05,1.42,1.75,2.65,2.01,1.3,2.38,3.4,1.53,4,2,1,1,0,1,3,1709575200,986,0,44,0,-1,1,1,2,1,3,0,3,3,0,0,1,0,0,1,1,74,33,132,83,2.32,0.64,2.96,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,12,19,-1,-1,-1,1,1,11,56,73,39,78,Nordsjælland,Silkeborg,2.06,0.94,2.0,1.11,1.58,1.42,44,28,1.79,1.26,3.05,32,True,True,True,True,False,False,True,Denmark_Superliga,,13.62,74%,4%,,,,,,,,,,,,,,,,,2024-03-04 18:00:00
2023-2024,20,2,0,2,2,6,8,0,1,0,0,8,6,4,7,14,16,7,7,40,60,MCH Arena (Herning),,0,1,2.5,3.4,2.4,1.29,1.76,3.2,1.7,2.05,1.5,1.88,2.48,1.92,1.4,2.75,2.75,1.4,2,1,0,1,0,1,1,1709316000,955,0,67,0,-1,1,1,2,0,0,6,2,6,0,0,0,1,0,1,1,27,43,102,114,1.52,1.56,3.08,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,29,22,-1,-1,-1,1,7,4,61,89,33,67,Midtjylland,København,2.13,1.88,2.22,2.22,2.05,2.05,39,11,1.62,1.62,3.24,32,True,True,False,False,False,False,False,Denmark_Superliga,,6.91,87%,100%,,,,,,,,,,,,,,,,,2024-03-01 18:00:00
2023-2024,20,2,4,6,5,5,10,2,1,0,0,3,10,3,3,11,15,14,7,50,50,Lyngby Stadion (Lyngby),,2,1,1.58,4.1,4.95,1.25,1.75,2.8,1.91,1.91,1.3,1.65,3.08,2.13,1.36,2.63,3.0,1.44,6,2,0,0,4,4,2,1709470800,3660,0,45,0,-1,1,1,2,2,3,3,4,6,1,1,1,0,2,1,1,50,51,90,93,0.96,1.89,2.85,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,28,20,-1,-1,-1,1,7,4,44,73,33,61,Lyngby,Hvidovre,1.56,0.88,1.44,0.67,1.05,0.42,56,28,1.44,0.95,2.39,32,True,True,True,True,True,True,True,Denmark_Superliga,,10.25,94%,100%,,,,,,,,,,,,,,,,,2024-03-03 13:00:00
2023-2024,20,3,0,3,3,11,14,2,2,0,0,7,5,2,7,10,16,9,15,50,50,Energi Viborg Arena (Viborg),,2,2,2.39,3.5,2.66,1.29,1.95,3.1,1.7,2.05,1.33,1.88,2.93,1.92,1.4,2.75,2.75,1.4,3,2,0,1,0,1,2,1709470800,2526,0,78,0,-1,1,1,1,7,2,4,8,6,0,0,2,2,0,4,1,30,58,98,107,1.29,1.53,2.82,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,29,23,-1,-1,-1,1,8,3,78,89,39,67,Viborg,Randers,1.75,1.0,1.67,1.0,1.05,1.16,22,11,1.53,1.22,2.75,32,True,True,True,False,False,False,False,Denmark_Superliga,,11.74,88%,100%,,,,,,,,,,,,,,,,,2024-03-03 13:00:00
2023-2024,21,4,0,4,11,2,13,1,1,0,0,7,2,10,2,21,5,9,6,60,40,Parken (København),,1,1,1.27,5.6,9.6,1.17,1.55,2.39,1.95,1.8,1.27,1.48,3.35,2.45,1.29,2.25,3.5,1.57,4,3,0,1,0,1,3,1710082800,55,0,40,0,-1,1,1,7,0,4,2,7,6,0,1,1,0,1,1,1,78,16,145,49,2.13,0.51,2.65,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,10,12,-1,-1,-1,1,5,13,60,75,40,65,København,Lyngby,1.88,0.69,1.9,0.7,1.95,1.0,40,25,2.05,1.19,3.24,32,True,True,True,True,False,False,False,Denmark_Superliga,,26.46,76%,75%,,,,,,,,,,,,,,,,,2024-03-10 15:00:00
2023-2024,21,1,2,3,6,5,11,4,2,0,0,4,5,8,4,15,12,14,6,47,53,Pro Ventilation Arena (Hvidovre),,4,2,6.5,4.6,1.36,1.19,1.6,2.5,1.8,1.95,1.46,1.85,2.55,1.95,1.29,2.25,3.5,1.57,3,0,1,1,1,2,1,1709920800,986,0,50,0,-1,1,1,2,3,4,2,5,6,0,1,4,1,1,5,1,52,38,130,99,1.43,1.2,2.63,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,17,16,-1,-1,-1,1,6,12,45,90,25,70,Hvidovre,Nordsjælland,0.38,1.56,0.2,1.2,0.55,1.65,55,10,1.09,1.51,2.6,32,True,True,True,False,False,False,True,Denmark_Superliga,,5.75,68%,3%,,,,,,,,,,,,,,,,,2024-03-08 18:00:00
2023-2024,21,0,1,1,1,5,6,1,4,0,0,3,2,5,0,12,5,11,10,57,43,JYSK park (Silkeborg),,1,4,2.5,3.35,2.7,1.3,2.05,3.25,1.8,1.95,1.82,1.77,1.98,1.91,1.44,3.0,2.63,1.36,1,0,1,0,0,0,1,1710075600,2516,0,50,0,-1,1,1,0,2,1,3,2,4,1,1,0,3,2,3,1,37,48,154,104,1.01,0.63,1.64,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,18,14,-1,-1,-1,1,5,8,35,80,25,65,Silkeborg,AGF,1.31,1.38,1.7,1.5,1.35,1.5,65,20,1.46,1.23,2.69,32,True,False,False,False,False,False,False,Denmark_Superliga,,17.49,85%,100%,,,,,,,,,,,,,,,,,2024-03-10 13:00:00
2023-2024,21,1,2,3,6,7,13,1,4,0,0,4,4,3,2,15,11,8,10,49,51,Energi Viborg Arena (Viborg),,1,4,3.66,3.55,2.0,1.3,1.85,3.25,1.75,2.0,1.64,2.08,2.1,1.65,1.4,2.75,2.75,1.4,3,0,1,1,1,2,1,1710090000,2517,0,55,0,-1,1,1,2,4,4,3,6,7,1,0,0,4,1,4,1,46,45,114,83,1.07,0.99,2.06,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,12,15,-1,-1,-1,1,9,5,75,80,45,65,Viborg,Brøndby,1.75,2.0,1.8,2.1,1.15,2.05,25,20,1.5,1.35,2.85,32,True,True,True,False,False,False,True,Denmark_Superliga,,18.68,74%,99%,,,,,,,,,,,,,,,,,2024-03-10 17:00:00
2023-2024,21,0,1,1,5,1,6,2,2,0,0,4,6,9,3,18,13,11,9,51,49,Cepheus Park Randers (Randers),,2,2,3.75,3.4,1.91,1.29,1.8,3.2,1.75,2.0,1.65,1.92,2.08,1.88,1.36,2.75,3.0,1.4,1,0,1,0,0,0,1,1710180000,955,0,55,0,-1,1,1,2,0,3,1,2,4,1,1,1,1,2,2,1,60,36,114,107,1.54,1.26,2.8,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,23,25,-1,-1,-1,1,5,10,60,70,40,70,Randers,Midtjylland,1.5,1.81,1.3,1.9,1.1,2.1,40,30,1.28,1.52,2.8,32,True,False,False,False,False,False,False,Denmark_Superliga,,14.76,76%,75%,,,,,,,,,,,,,,,,,2024-03-11 18:00:00
2023-2024,21,0,1,1,2,11,13,1,1,0,0,4,5,1,6,5,18,7,8,49,51,Vejle Stadion (Vejle),,1,1,2.6,3.2,2.7,1.35,2.06,3.8,1.8,1.95,1.42,1.72,2.63,1.98,1.44,3.0,2.63,1.36,1,0,1,0,0,0,1,1710075600,2523,0,60,0,-1,1,1,1,4,1,7,5,8,0,1,1,0,1,1,1,47,60,103,116,0.95,1.49,2.44,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,26,32,-1,-1,-1,1,12,3,50,65,15,45,Vejle,OB,1.38,1.63,1.2,1.8,0.95,1.05,50,35,1.27,1.16,2.43,32,True,False,False,False,False,False,False,Denmark_Superliga,,19.15,82%,100%,,,,,,,,,,,,,,,,,2024-03-10 13:00:00
2023-2024,22,1,0,1,7,4,11,2,4,0,0,8,5,1,5,11,12,13,12,45,55,Ceres Park & Arena (Århus),,2,4,1.36,4.75,7.5,1.22,1.88,2.8,2.2,1.62,1.52,1.68,2.49,2.05,1.33,2.63,3.25,1.44,1,0,0,1,0,1,0,1710691200,2516,0,45,0,-1,1,1,4,2,3,2,6,5,0,3,2,1,3,3,1,30,33,74,76,1.35,1.22,2.57,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,17,29,-1,-1,-1,1,6,11,50,70,45,60,AGF,Hvidovre,1.38,0.88,1.5,0.9,1.57,0.52,50,30,1.54,1.04,2.58,32,True,False,False,False,False,False,False,Denmark_Superliga,,7.18,74%,97%,,,,,,,,,,,,,,,,,2024-03-17 16:00:00
2023-2024,22,4,1,5,5,3,8,0,2,0,0,8,3,3,2,13,8,8,6,60,40,Brøndby Stadion (Brøndby),,0,2,1.62,3.8,5.25,1.18,1.7,2.6,1.8,1.95,1.41,1.75,2.69,1.98,1.33,2.63,3.25,1.44,5,2,0,2,1,3,2,1710691200,2517,0,55,0,-1,1,1,3,0,2,3,3,5,0,1,0,1,1,1,1,73,27,143,73,1.8,0.73,2.53,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,21,9,-1,-1,-1,1,4,6,60,85,40,80,Brøndby,Silkeborg,1.88,0.94,2.0,1.0,2.1,1.29,40,15,1.57,1.2,2.77,32,True,True,True,True,True,False,True,Denmark_Superliga,,,,,,,,,,,,,,,,,,,,,2024-03-17 16:00:00
2023-2024,22,3,0,3,9,2,11,2,1,0,1,9,2,6,3,20,7,11,13,74,26,MCH Arena (Herning),,2,2,1.36,4.75,7.5,1.2,1.65,2.6,1.95,1.8,1.57,1.95,2.28,1.78,1.33,2.63,3.25,1.44,3,0,0,3,0,3,0,1710691200,955,0,60,0,-1,1,1,7,1,2,1,8,3,1,2,1,0,3,1,1,68,21,138,59,2.08,0.61,2.69,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,20,22,-1,-1,-1,1,6,9,40,75,25,45,Midtjylland,Vejle,2.13,0.88,2.3,0.7,2.14,0.9,60,25,1.61,1.14,2.75,32,True,True,True,False,False,False,False,Denmark_Superliga,,8.05,52%,100%,,,,,,,,,,,,,,,,,2024-03-17 16:00:00
2023-2024,22,1,1,2,8,10,18,1,2,0,0,5,8,5,8,15,18,5,10,31,69,Right to Dream Park (Farum),,1,2,1.5,4.2,6.0,1.17,1.65,2.45,1.75,2.0,1.35,1.75,2.84,1.98,1.3,2.5,3.4,1.5,2,0,0,1,1,2,0,1710691200,-1,0,60,0,-1,1,1,3,3,5,7,6,12,1,1,0,1,2,1,1,42,37,68,52,1.28,1.83,3.11,1,1,0,1,1,0,1,1,0,0,2,0,0,0,1,16,14,-1,-1,-1,1,11,7,70,75,45,75,Nordsjælland,Randers,2.06,1.0,2.1,0.9,1.71,1.05,30,25,1.84,1.25,3.09,32,True,True,False,False,False,False,True,Denmark_Superliga,,4.41,58%,77%,,,,,,,,,,,,,,,,,2024-03-17 16:00:00
2023-2024,22,2,0,2,9,3,12,2,1,0,1,6,2,4,4,18,10,17,9,54,46,Lyngby Stadion (Lyngby),,2,3,2.5,3.5,2.5,1.26,1.85,3.3,1.7,2.05,1.33,1.62,2.93,2.24,1.36,2.75,3.0,1.4,2,1,0,1,0,1,1,1710691200,2525,0,60,0,-1,1,1,5,0,4,3,5,7,1,2,1,0,3,1,1,56,49,93,83,1.46,0.88,2.34,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,23,18,-1,-1,-1,1,12,7,45,85,25,75,Lyngby,Viborg,1.56,0.75,1.3,0.5,0.95,1.1,55,15,1.39,1.29,2.68,32,True,True,False,False,False,False,False,Denmark_Superliga,,7.47,71%,100%,,,,,,,,,,,,,,,,,2024-03-17 16:00:00
2023-2024,22,0,2,2,11,7,18,1,0,0,0,4,5,5,5,9,10,9,7,53,47,Nature Energy Park (Odense),,1,0,5.75,4.0,1.57,1.21,1.75,2.85,1.8,1.95,1.28,1.62,3.18,2.26,1.33,2.5,3.25,1.5,2,0,1,0,1,1,1,1710691200,55,0,70,0,-1,1,1,5,4,6,3,9,9,0,0,1,0,0,1,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,100,40,85,OB,København,0.38,1.88,0.3,2.0,1.14,2.0,30,0,1.37,1.62,2.99,32,True,True,False,False,False,False,False,Denmark_Superliga,,6.98,69%,100%,,,,,,,,,,,,,,,,,2024-03-17 16:00:00
2023-2024,1,6,2,8,4,8,12,1,1,0,0,11,5,5,3,24,13,13,8,57,43,Cepheus Park Randers (Randers),,1,1,1.85,3.5,3.6,1.32,1.95,3.55,1.8,1.95,1.42,1.7,2.7,2.05,1.4,2.75,2.75,1.4,8,3,1,3,1,4,4,1711886400,2521,0,36,0,-1,1,1,2,5,2,3,7,5,0,0,1,1,0,2,1,69,41,115,82,2.28,1.16,3.44,0,0,0,0,0,0,1,1,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,55,36,73,Randers,Lyngby,1.5,0.69,1.18,0.64,1.05,1.05,50,46,1.3,1.13,2.43,32,True,True,True,True,True,True,True,Denmark_Superliga,,8.52,65%,100%,,,,,,,,,,,,,,,,,2024-03-31 12:00:00
2023-2024,1,3,1,4,4,9,13,0,1,0,0,11,7,6,8,19,18,11,9,50,50,Energi Viborg Arena (Viborg),,0,1,1.53,4.2,4.8,1.2,1.68,2.65,1.7,2.05,1.34,1.8,2.9,2.0,1.3,2.5,3.4,1.5,4,1,0,2,1,3,1,1711893600,2526,0,50,0,-1,1,1,3,5,1,4,8,5,0,1,0,0,1,0,1,47,63,87,126,2.18,1.9,4.08,0,0,0,0,0,0,1,1,0,0,1,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,73,41,55,Viborg,Hvidovre,1.75,0.88,1.64,0.82,1.05,0.5,37,27,1.46,1.06,2.52,32,True,True,True,True,False,False,True,Denmark_Superliga,,6.69,66%,100%,,,,,,,,,,,,,,,,,2024-03-31 14:00:00
2023-2024,1,1,2,3,7,3,10,1,1,0,0,5,5,6,1,13,7,7,9,49,51,Parken (København),,1,1,2.0,3.4,3.6,1.29,1.91,3.25,1.75,2.0,1.55,1.8,2.33,2.0,1.36,2.75,3.0,1.4,3,1,0,0,2,2,1,1711972800,2517,0,41,0,-1,1,1,4,2,3,1,6,4,0,0,1,1,0,2,1,61,31,105,92,1.49,0.97,2.46,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,18,14,-1,-1,-1,1,4,7,69,82,45,69,København,Brøndby,1.88,2.0,2.0,2.18,2.05,2.14,32,18,2.06,1.32,3.38,32,True,True,True,False,False,False,True,Denmark_Superliga,,6.91,100%,100%,,,,,,,,,,,,,,,,,2024-04-01 12:00:00
