season,game_week,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,avg_odds_ft_1,avg_odds_ft_x,avg_odds_ft_2,avg_odds_ft_over15,avg_odds_ft_over25,avg_odds_ft_over35,avg_odds_btts_yes,avg_odds_btts_no,avg_odds_corners_over_85,avg_odds_corners_over_95,avg_odds_corners_under_85,avg_odds_corners_under_95,avg_odds_1st_half_over05,avg_odds_1st_half_over15,avg_odds_1st_half_under05,avg_odds_1st_half_under15,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o25_potential,o15_potential,o15HT_potential,o05HT_potential,home_name,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u25_potential,u15_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,league,temperature_celsius,wind_speed,humidity,clouds,pinnacle_corners_over_85,pinnacle_corners_over_95,pinnacle_corners_under_85,pinnacle_corners_under_95,pinnacle_1st_half_over15,pinnacle_1st_half_under15,pinnacle_ft_over35,pinnacle_ft_over15,pinnacle_ft_over25,pinnacle_ft_1,pinnacle_ft_x,pinnacle_ft_2,pinnacle_btts_yes,pinnacle_btts_no,date
2024-2025,16,1,1,2,13,6,19,0,2,0,0,7,6,6,7,13,13,10,9,63,37,Goffertstadion (Nijmegen),,0,2,2.03,3.1,3.2,1.28,1.85,3.19,1.75,2.0,1.35,1.58,2.9,2.18,1.4,2.75,2.75,1.4,2,0,0,1,1,2,0,1734269400,-1,0,60,0,-1,2,1,8,3,5,2,11,7,0,2,0,0,2,0,1,75,37,121,82,1.86,1.51,3.37,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,21,17,-1,-1,-1,1,12,8,59,80,32,73,NEC,Sparta Rotterdam,1.41,1.24,1.25,1.0,1.07,0.73,41,21,1.4,1.11,2.51,34,True,True,False,False,False,False,True,Netherlands_Eredivisie,,8.01,91%,90%,,,,,,,,,,,,,,,2024-12-15 13:30:00
2024-2025,16,1,2,3,1,7,8,4,3,1,0,2,6,2,5,4,11,15,9,35,65,Rat Verlegh Stadion (Breda),,5,3,3.2,3.1,2.02,1.26,1.93,3.14,1.8,1.95,1.48,1.79,2.45,1.9,1.4,3.0,2.75,1.36,3,1,0,0,2,2,1,1734289200,378,0,43,0,-1,2,1,0,1,1,6,1,7,1,0,4,3,1,7,1,37,71,60,127,0.67,1.64,2.3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,16,29,-1,-1,-1,1,13,5,57,57,29,64,NAC Breda,AZ,1.41,1.71,2.14,1.86,1.47,1.73,43,43,1.19,1.28,2.47,34,True,True,True,False,False,False,True,Netherlands_Eredivisie,,10.36,95%,100%,,,,,,,,,,,,,,,2024-12-15 19:00:00
2024-2025,16,0,1,1,9,5,14,0,3,0,0,2,6,9,4,11,10,11,14,72,28,MAC³PARK Stadion (Zwolle),,0,3,2.6,3.4,2.7,1.36,1.95,3.89,1.95,1.8,1.41,1.68,2.63,2.02,1.44,3.4,2.63,1.3,1,0,1,0,0,0,1,1734116400,381,0,57,0,-1,2,1,2,3,7,2,5,9,0,0,0,3,0,3,1,75,28,161,63,1.4,1.25,2.65,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,14,16,-1,-1,-1,1,3,16,50,71,22,72,PEC Zwolle,Willem II,1.47,0.82,1.71,1.14,1.07,1.07,50,29,1.05,0.62,1.67,34,True,False,False,False,False,False,False,Netherlands_Eredivisie,,6.08,89%,61%,,,,,,,,,,,,,,,2024-12-13 19:00:00
2024-2025,16,1,0,1,7,7,14,0,0,0,0,5,3,3,6,8,9,6,5,36,64,Abe Lenstra Stadion (Heerenveen),,0,0,14.0,6.9,1.16,1.11,1.54,2.04,1.95,1.8,1.38,1.64,2.7,2.1,1.22,2.0,4.0,1.73,1,0,0,1,0,1,0,1734198300,373,0,66,0,-1,2,-1,4,1,3,6,5,9,0,0,0,0,0,0,1,45,50,106,118,1.19,1.15,2.35,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,1,20,25,-1,-1,-1,1,9,9,59,93,52,87,Heerenveen,PSV,2.12,2.18,2.14,2.63,1.2,2.8,42,7,1.46,1.75,3.21,34,True,False,False,False,False,False,False,Netherlands_Eredivisie,,9.8,63%,100%,,,,,,,,,,,,,,,2024-12-14 17:45:00
2024-2025,17,3,0,3,6,3,9,1,2,0,0,8,3,2,5,10,8,10,13,36,64,Yanmar Stadion (Almere),,1,2,3.35,1.63,5.09,1.28,1.88,3.32,1.8,1.95,1.32,1.54,3.0,2.28,1.4,3.0,2.75,1.36,3,0,0,3,0,3,0,1734803100,393,0,44,0,-1,2,1,5,1,1,2,6,3,1,1,0,1,2,1,1,51,63,80,128,1.56,1.19,2.75,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,25,15,-1,-1,-1,1,7,6,63,76,44,82,Almere City,Heerenveen,0.65,0.39,0.5,0.38,0.38,1.31,38,26,1.07,1.11,2.18,34,True,True,True,False,False,False,False,Netherlands_Eredivisie,,5.01,97%,100%,,,,,,,,,,,,,,,2024-12-21 17:45:00
2024-2025,0,1,0,1,4,2,6,3,4,0,0,5,1,3,3,8,4,13,10,45,55,,,3,4,3.48,1.96,3.23,1.22,1.6,2.79,1.62,2.2,1.5,1.82,2.38,1.86,1.33,2.63,3.25,1.44,1,0,0,1,0,1,0,1734807600,378,0,75,0,-1,2,1,3,0,1,2,3,3,1,2,2,2,3,4,1,34,37,118,96,1.12,0.61,1.73,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,25,23,-1,-1,-1,1,5,8,82,82,63,82,AZ,Twente,1.79,1.11,1.63,1.63,1.81,1.94,19,19,1.7,1.56,3.26,36,True,False,False,False,False,False,False,Netherlands_Eredivisie,,8.01,69%,100%,,,,,,,,,,,,,,,2024-12-21 19:00:00
2024-2025,17,2,5,7,4,4,8,3,3,1,0,6,6,6,5,12,11,12,16,57,43,Stadion Galgenwaard (Utrecht),,5,3,1.68,4.2,5.0,1.24,1.81,3.0,1.8,1.95,1.36,1.58,2.8,2.18,1.36,2.63,3.0,1.44,7,1,0,1,5,6,1,1734874200,387,0,57,0,-1,2,1,3,1,1,3,4,4,1,2,3,1,3,4,1,40,27,119,91,1.48,1.32,2.8,0,0,0,0,0,0,1,1,1,0,3,0,0,0,1,23,12,-1,-1,-1,1,7,9,51,75,51,76,Utrecht,Fortuna Sittard,1.76,0.94,2.0,0.88,2.25,1.38,51,25,1.41,0.95,2.36,34,True,True,True,True,True,True,True,Netherlands_Eredivisie,,1.99,80%,100%,,,,,,,,,,,,,,,2024-12-22 13:30:00
2024-2025,17,2,1,3,11,7,18,0,2,0,0,7,4,14,6,21,10,4,6,51,49,De Adelaarshorst (Deventer),,0,2,1.63,3.58,4.65,1.22,1.67,2.85,1.75,2.0,1.44,1.72,2.55,1.98,1.33,2.63,3.25,1.44,3,0,1,2,0,2,1,1734795000,366,0,44,0,-1,2,1,7,2,4,5,9,9,0,0,0,2,0,2,1,67,38,99,75,2.29,1.19,3.48,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,30,15,-1,-1,-1,1,11,18,57,94,32,69,Go Ahead Eagles,NAC Breda,2.0,0.53,1.75,0.88,1.38,1.38,44,7,1.57,0.89,2.46,34,True,True,True,False,False,False,True,Netherlands_Eredivisie,,11.99,86%,100%,,,,,,,,,,,,,,,2024-12-21 15:30:00
2024-2025,17,1,1,2,5,1,6,2,3,0,1,0,0,5,1,5,1,20,12,50,50,Asito Stadion (Almelo),,2,4,2.33,3.35,2.99,1.31,1.75,3.46,1.8,1.95,1.37,1.62,2.8,2.14,1.4,3.0,2.75,1.36,2,1,0,0,1,1,1,1738090800,-1,0,68,0,-1,2,1,2,0,3,1,2,4,0,2,2,2,2,4,1,7,2,20,10,0.37,0.08,0.44,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,11,14,1,10,15,1,3,9,59,90,37,80,Heracles,Groningen,1.47,0.53,1.2,0.44,1.0,1.05,42,11,1.3,1.08,2.38,34,True,True,False,False,False,False,True,Netherlands_Eredivisie,,16.6,86%,100%,,,,,,,,,,,,,,,2025-01-28 19:00:00
2024-2025,17,3,0,3,7,3,10,1,3,0,0,7,2,5,5,12,7,14,11,53,47,Philips Stadion (Eindhoven),,1,3,1.68,4.4,4.7,1.14,1.44,2.1,1.53,2.38,1.46,1.72,2.5,1.98,1.25,2.2,3.75,1.62,3,2,0,1,0,1,2,1734874200,121,0,66,0,-1,2,1,5,3,2,0,8,2,0,3,1,0,3,1,1,52,42,107,93,1.63,0.9,2.53,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,21,13,-1,-1,-1,1,5,8,75,100,69,100,PSV,Feyenoord,2.47,1.88,3.0,2.25,2.63,2.19,26,0,2.34,1.88,4.22,34,True,True,True,False,False,False,False,Netherlands_Eredivisie,,14.97,81%,75%,,,,,,,,,,,,,,,2024-12-22 13:30:00
2024-2025,0,1,1,2,7,4,11,2,1,0,0,7,5,2,3,9,8,7,9,43,57,Mandemakers Stadion (Waalwijk),,2,1,2.8,3.6,2.37,1.21,1.67,2.75,1.62,2.2,1.41,1.66,2.65,2.06,1.33,2.5,3.25,1.5,2,1,1,0,0,0,2,1734721200,-1,0,44,0,-1,2,1,4,1,3,3,5,6,0,0,2,1,0,3,1,40,52,94,139,1.36,1.25,2.61,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,25,28,-1,-1,-1,1,9,5,50,82,38,75,RKC Waalwijk,PEC Zwolle,1.06,0.94,0.5,0.5,0.38,1.0,50,19,1.03,0.82,1.85,34,True,True,False,False,False,False,True,Netherlands_Eredivisie,,11.5,87%,75%,,,,,,,,,,,,,,,2024-12-20 19:00:00
2024-2025,17,0,2,2,7,1,8,2,1,0,0,3,3,5,2,8,5,12,5,38,62,Sparta-Stadion Het Kasteel (Rotterdam),,2,1,4.8,4.33,1.67,1.19,1.6,2.56,1.67,2.1,1.44,1.74,2.55,1.96,1.3,2.5,3.4,1.5,2,0,0,0,2,2,0,1734866100,120,0,75,0,-1,2,1,2,0,5,1,2,6,1,0,1,1,1,2,1,36,34,111,110,0.99,0.79,1.78,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,15,19,-1,-1,-1,1,4,10,57,94,38,69,Sparta Rotterdam,Ajax,1.06,2.12,0.5,1.75,0.75,2.25,44,7,1.44,1.21,2.65,34,True,True,False,False,False,False,False,Netherlands_Eredivisie,,23.02,74%,40%,,,,,,,,,,,,,,,2024-12-22 11:15:00
2024-2025,17,4,1,5,5,4,9,0,2,0,0,8,7,3,4,11,11,8,8,40,60,Koning Willem II Stadion (Tilburg),,0,2,2.82,3.41,2.58,1.33,2.02,3.67,1.91,1.91,1.36,1.58,2.85,2.18,1.44,3.25,2.63,1.33,5,2,1,2,0,2,3,1734882300,381,0,19,0,-1,2,1,1,1,4,3,2,7,0,0,0,2,0,2,1,38,56,72,134,1.53,1.6,3.13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,17,12,-1,-1,-1,1,7,5,47,66,34,48,Willem II,NEC,0.71,1.06,1.0,0.86,1.19,1.06,54,34,1.0,1.05,2.05,34,True,True,True,True,True,False,True,Netherlands_Eredivisie,,11.5,79%,75%,,,,,,,,,,,,,,,2024-12-22 15:45:00
2024-2025,18,2,1,3,9,1,10,1,0,0,0,6,2,13,9,19,11,7,17,59,41,Johan Cruijff ArenA (Amsterdam),,1,0,1.12,9.5,18.25,1.04,1.22,1.66,1.91,1.91,1.5,1.8,2.38,1.89,1.17,1.73,5.0,2.0,3,2,0,0,1,1,2,1736617500,120,0,57,0,54000,2,1,4,0,5,1,4,6,0,0,1,0,0,1,1,63,21,134,81,2.08,0.99,3.07,1,0,1,0,0,0,1,1,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,88,57,100,Ajax,RKC Waalwijk,2.47,0.41,2.75,0.25,2.29,0.41,32,13,1.6,0.82,2.42,34,True,True,True,False,False,False,True,Netherlands_Eredivisie,,8.05,75%,20%,,,,,,,,,,,,,,,2025-01-11 17:45:00
2024-2025,18,0,0,0,15,2,17,1,2,0,0,5,1,11,4,16,5,3,12,62,38,Euroborg (Groningen),,1,2,1.73,3.6,4.4,1.33,1.95,3.67,1.95,1.8,1.43,1.7,2.55,2.0,1.44,3.25,2.63,1.33,0,0,0,0,0,0,0,1736688600,-1,0,19,0,-1,2,1,4,0,11,2,4,13,0,2,1,0,2,1,1,75,25,130,80,1.91,0.58,2.49,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,51,26,69,Groningen,Almere City,1.76,0.65,1.5,0.25,1.0,0.53,63,51,1.14,0.97,2.11,34,False,False,False,False,False,False,False,Netherlands_Eredivisie,,1.14,83%,75%,,,,,,,,,,,,,,,2025-01-12 13:30:00
2024-2025,18,6,2,8,7,4,11,0,1,0,0,12,3,10,4,22,7,6,8,64,36,De Grolsch Veste (Enschede),,0,1,1.44,4.4,6.0,1.19,1.65,2.66,1.91,1.91,1.38,1.64,2.7,2.1,1.33,2.63,3.25,1.44,8,2,2,4,0,4,4,1736680500,375,0,50,0,-1,2,1,4,3,3,1,7,4,0,0,0,1,0,1,1,58,30,110,71,2.64,0.88,3.52,1,0,1,0,0,0,1,1,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,76,38,82,Twente,Willem II,2.06,0.82,2.25,1.38,1.82,1.29,69,26,1.86,0.7,2.56,34,True,True,True,True,True,True,True,Netherlands_Eredivisie,,1.01,86%,7%,,,,,,,,,,,,,,,2025-01-12 11:15:00
2024-2025,18,1,2,3,9,2,11,0,1,0,0,4,3,13,6,17,9,1,7,76,24,Stadion Feijenoord (Rotterdam),,0,1,1.55,4.33,4.75,1.16,1.53,2.25,1.67,2.1,1.38,1.63,2.75,2.12,1.29,2.25,3.5,1.57,3,0,0,1,2,3,0,1736688600,376,0,76,0,-1,2,1,5,1,4,1,6,5,0,1,0,0,1,0,1,105,19,161,48,2.12,0.92,3.03,1,0,1,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,94,44,100,Feyenoord,Utrecht,2.12,2.0,2.13,2.5,2.06,2.12,38,7,1.8,1.13,2.93,34,True,True,True,False,False,False,True,Netherlands_Eredivisie,,2.3,87%,40%,,,,,,,,,,,,,,,2025-01-12 13:30:00
2024-2025,18,0,3,3,9,4,13,2,0,0,0,3,6,9,10,12,16,12,13,56,44,Fortuna Sittard Stadion (Sittard),,2,0,2.63,3.3,2.5,1.28,1.8,3.19,1.67,2.1,1.41,1.68,2.63,2.02,1.36,2.75,3.0,1.4,3,0,1,0,2,2,1,1736535600,366,0,44,0,-1,2,1,6,2,3,2,8,5,1,0,1,0,1,1,1,53,45,83,97,1.35,1.76,3.11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,13,22,1,13,12,1,8,8,69,75,44,82,Fortuna Sittard,Go Ahead Eagles,1.47,1.0,1.88,1.0,1.47,1.47,32,25,1.18,0.95,2.13,34,True,True,True,False,False,False,False,Netherlands_Eredivisie,,10.36,97%,100%,,,,,,,,,,,,,,,2025-01-10 19:00:00
2024-2025,18,1,1,2,8,4,12,3,2,0,1,3,10,6,11,9,21,7,13,58,42,Asito Stadion (Almelo),,3,3,3.18,3.48,2.21,1.26,1.9,3.04,1.62,2.2,1.29,1.49,3.2,2.4,1.36,2.63,3.0,1.44,2,0,0,1,1,2,0,1736609400,-1,0,69,0,-1,2,1,1,2,7,2,3,9,2,2,1,1,4,2,1,48,53,98,101,1.13,2.4,3.54,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,82,26,69,Heracles,Sparta Rotterdam,1.47,1.24,1.25,1.0,0.88,0.71,51,19,1.34,1.16,2.5,34,True,True,False,False,False,False,True,Netherlands_Eredivisie,,9.89,92%,41%,,,,,,,,,,,,,,,2025-01-11 15:30:00
2024-2025,18,2,4,6,7,4,11,0,3,0,0,7,6,9,7,16,13,8,14,53,47,Rat Verlegh Stadion (Breda),,0,3,2.15,3.4,3.0,1.26,1.8,3.14,1.67,2.1,1.5,1.84,2.33,1.84,1.36,2.75,3.0,1.4,6,1,3,1,1,2,4,1736696700,373,0,42,0,-1,2,1,1,1,6,3,2,9,0,1,0,2,1,2,1,46,50,118,105,1.84,1.61,3.45,0,0,0,0,0,0,1,1,0,1,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,76,29,71,NAC Breda,Heerenveen,1.41,0.39,1.88,0.33,1.29,1.24,30,25,1.12,1.12,2.24,34,True,True,True,True,True,True,True,Netherlands_Eredivisie,,4.61,79%,46%,,,,,,,,,,,,,,,2025-01-12 15:45:00
2024-2025,18,0,1,1,6,4,10,1,1,0,0,3,3,5,7,8,10,9,14,62,38,MAC³PARK Stadion (Zwolle),,1,1,2.72,3.38,2.55,1.26,1.84,3.04,1.67,2.1,1.29,1.49,3.2,2.4,1.36,2.75,3.0,1.4,1,0,1,0,0,0,1,1736622000,379,0,32,0,-1,2,1,1,0,5,4,1,9,0,0,1,1,0,2,1,64,48,117,94,1.19,1.19,2.38,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,63,25,63,PEC Zwolle,NEC,1.47,1.06,1.5,0.75,1.0,1.0,44,38,1.1,1.12,2.22,34,True,False,False,False,False,False,False,Netherlands_Eredivisie,,5.7,93%,7%,,,,,,,,,,,,,,,2025-01-11 19:00:00
2024-2025,18,2,2,4,11,1,12,0,2,0,0,3,5,15,4,18,9,7,8,79,21,Philips Stadion (Eindhoven),,0,2,1.44,4.5,6.0,1.12,1.45,2.05,1.62,2.2,1.35,1.58,2.9,2.2,1.22,2.1,4.0,1.67,4,0,1,2,1,3,1,1736625600,-1,0,44,0,-1,2,1,1,1,10,0,2,10,0,1,0,1,1,1,1,98,24,186,51,2.07,1.09,3.16,1,0,1,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,82,63,88,PSV,AZ,2.47,1.71,3.0,2.0,2.65,1.88,26,19,2.24,1.33,3.57,34,True,True,True,True,False,False,True,Netherlands_Eredivisie,,4.43,96%,8%,,,,,,,,,,,,,,,2025-01-11 20:00:00
2024-2025,19,0,2,2,6,6,12,3,1,0,0,3,3,12,6,15,9,11,14,46,54,Yanmar Stadion (Almere),,3,1,2.37,3.35,2.9,1.31,1.9,3.35,1.75,2.0,1.41,1.7,2.63,2.02,1.4,3.0,2.75,1.36,2,0,1,0,1,1,1,1737293400,370,0,41,0,-1,2,1,2,5,4,1,7,5,2,1,1,0,3,1,1,61,46,108,114,1.6,1.12,2.72,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,65,41,65,Almere City,Heracles,0.65,0.76,0.78,0.5,0.56,0.88,41,36,1.13,0.77,1.9,34,True,True,False,False,False,False,False,Netherlands_Eredivisie,,3.29,98%,6%,,,,,,,,,,,,,,,2025-01-19 13:30:00
2024-2025,19,0,0,0,4,6,10,0,3,0,0,3,4,7,8,10,12,11,13,42,58,Stadion Galgenwaard (Utrecht),,0,3,2.85,3.35,2.45,1.24,1.55,2.15,1.62,2.2,1.43,1.72,2.55,1.98,1.33,2.63,3.25,1.44,0,0,0,0,0,0,0,1737222300,-1,0,62,0,-1,2,1,2,6,2,0,8,2,0,1,0,2,1,2,1,41,41,90,122,1.14,1.35,2.49,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,73,39,84,Utrecht,AZ,1.76,1.71,1.78,1.89,2.17,1.83,33,28,1.42,1.3,2.72,34,False,False,False,False,False,False,False,Netherlands_Eredivisie,,1.01,98%,0%,,,,,,,,,,,,,,,2025-01-18 17:45:00
2024-2025,19,2,1,3,2,7,9,1,1,0,0,4,5,7,17,11,22,7,11,52,48,De Adelaarshorst (Deventer),,1,1,1.57,4.0,5.75,1.26,1.6,3.04,1.8,1.95,1.49,1.81,2.4,1.88,1.36,2.63,3.0,1.44,3,1,1,1,0,1,2,1737230400,366,0,53,0,-1,2,1,2,3,0,4,5,4,0,0,1,1,0,2,1,37,53,84,111,1.25,2.12,3.36,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,94,41,83,Go Ahead Eagles,Groningen,2.0,0.53,1.89,0.5,1.56,1.0,36,7,1.65,0.93,2.58,34,True,True,True,False,False,False,True,Netherlands_Eredivisie,,5.01,95%,0%,,,,,,,,,,,,,,,2025-01-18 20:00:00
2024-2025,19,4,1,5,2,1,3,0,5,0,0,7,2,5,7,12,9,6,14,47,53,Goffertstadion (Nijmegen),,0,5,1.85,3.8,3.5,1.28,1.73,3.32,1.91,1.91,1.37,1.62,2.8,2.14,1.4,2.75,2.75,1.4,5,1,1,3,0,3,2,1737301500,379,0,62,0,-1,2,1,0,1,2,0,1,2,0,3,0,2,3,2,1,43,55,107,107,1.57,1.12,2.68,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,84,39,73,NEC,Fortuna Sittard,1.41,0.94,1.22,1.11,1.11,1.39,45,17,1.45,1.0,2.45,34,True,True,True,True,True,False,True,Netherlands_Eredivisie,,2.73,91%,1%,,,,,,,,,,,,,,,2025-01-19 15:45:00
2024-2025,19,2,1,3,7,7,14,2,1,0,0,4,8,9,19,13,27,19,8,33,67,Rat Verlegh Stadion (Breda),,2,1,4.96,4.0,1.63,1.22,1.66,2.85,1.7,2.05,1.48,1.79,2.43,1.9,1.33,2.63,3.25,1.44,3,2,0,0,1,1,2,1737285300,385,0,62,0,-1,2,1,3,4,4,3,7,7,1,1,1,0,2,1,1,39,80,75,99,1.38,2.82,4.21,0,0,0,0,0,0,1,1,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,73,50,73,NAC Breda,Twente,1.41,1.11,1.67,1.44,1.22,1.89,28,28,1.2,1.42,2.62,34,True,True,True,False,False,False,True,Netherlands_Eredivisie,,1.14,96%,100%,,,,,,,,,,,,,,,2025-01-19 11:15:00
2024-2025,19,3,1,4,3,5,8,2,2,0,0,4,4,4,14,8,18,1,0,30,70,MAC³PARK Stadion (Zwolle),,2,2,8.2,5.8,1.23,1.09,1.32,1.91,1.7,2.05,1.23,1.38,3.65,2.7,1.2,1.91,4.33,1.8,4,2,1,1,0,1,3,1737214200,380,0,56,0,13000,2,1,2,3,1,2,5,3,1,0,1,2,1,3,1,28,69,66,153,0.99,1.92,2.92,0,1,0,0,0,1,1,1,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,73,34,73,PEC Zwolle,PSV,1.47,2.18,1.33,2.33,0.94,2.56,33,28,1.11,1.69,2.8,34,True,True,True,True,False,False,True,Netherlands_Eredivisie,,4.27,68%,0%,,,,,,,,,,,,,,,2025-01-18 15:30:00
2024-2025,19,0,2,2,5,5,10,1,1,0,0,2,10,9,9,11,19,7,8,58,42,Abe Lenstra Stadion (Heerenveen),,1,1,5.05,4.2,1.59,1.19,1.58,2.6,1.7,2.05,1.71,2.14,2.0,1.62,1.3,2.5,3.4,1.5,2,0,1,0,1,1,1,1737293400,120,0,59,0,-1,2,1,2,3,3,2,5,5,0,1,1,0,1,1,1,40,42,129,96,1.14,2.2,3.34,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,88,29,60,Heerenveen,Ajax,2.12,2.12,2.25,1.89,1.33,2.33,60,13,1.43,1.16,2.59,34,True,True,False,False,False,False,False,Netherlands_Eredivisie,,3.76,49%,0%,,,,,,,,,,,,,,,2025-01-19 13:30:00
2024-2025,19,1,1,2,6,9,15,0,1,0,0,5,5,14,14,19,19,3,9,50,50,Sparta-Stadion Het Kasteel (Rotterdam),,0,1,1.5,4.33,5.5,1.18,1.57,2.6,1.67,2.1,1.22,1.37,3.7,2.8,1.29,2.25,3.5,1.57,2,1,1,0,0,0,2,1737313200,-1,0,73,0,-1,2,1,5,3,1,6,8,7,0,0,0,1,0,1,1,61,32,118,99,1.99,1.78,3.77,0,0,0,0,0,0,1,1,0,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,95,50,89,Sparta Rotterdam,RKC Waalwijk,1.06,0.41,0.44,0.22,0.72,0.39,39,6,1.39,0.84,2.23,34,True,True,False,False,False,False,True,Netherlands_Eredivisie,,2.3,94%,100%,,,,,,,,,,,,,,,2025-01-19 19:00:00
2024-2025,19,1,1,2,3,10,13,1,0,0,0,1,7,7,8,8,15,8,6,32,68,Koning Willem II Stadion (Tilburg),,1,0,8.0,5.0,1.35,1.19,1.63,2.2,1.95,1.8,1.41,1.68,2.63,2.04,1.33,2.5,3.25,1.5,2,0,1,1,0,1,1,1737226800,-1,0,61,0,-1,2,1,1,4,2,6,5,8,1,0,0,0,1,0,1,29,76,60,137,0.79,1.99,2.78,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,89,39,72,Willem II,Feyenoord,0.71,1.88,1.22,2.0,1.22,1.94,39,11,1.07,1.77,2.84,34,True,True,False,False,False,False,True,Netherlands_Eredivisie,,5.75,96%,100%,,,,,,,,,,,,,,,2025-01-18 19:00:00
2024-2025,20,2,0,2,3,3,6,2,1,0,1,6,2,15,5,21,7,9,12,49,51,Johan Cruijff ArenA (Amsterdam),,2,2,1.53,4.8,5.8,1.14,1.48,2.1,1.62,2.2,1.49,1.81,2.4,1.88,1.25,2.2,3.75,1.62,2,0,0,2,0,2,0,1740317400,120,0,48,0,-1,2,1,2,2,1,1,4,2,2,1,0,1,3,1,1,56,41,108,70,2.15,0.88,3.03,0,0,0,0,0,0,1,1,0,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,81,53,95,Ajax,Go Ahead Eagles,2.47,1.0,2.82,1.1,2.45,1.59,29,19,1.67,1.06,2.73,34,True,True,False,False,False,False,False,Netherlands_Eredivisie,,14,74%,20%,,,,,,,,,,,,,,,2025-02-23 13:30:00
